"setpoint_db","freq_hz:measured_gain_db"
-29.000000,600018310.546875:-14.153835;620013427.734375:-11.132260;640008544.921875:-5.674658;660003662.109375:3.618607;679998779.296875:14.576936;699993896.484375:22.673335;719989013.671875:26.131074;739984130.859375:26.999886;759979248.046875:27.219126;779974365.234375:27.287754;799969482.421875:27.415500;819964599.609375:27.194027;839959716.796875:26.515574;859954833.984375:26.223460;879949951.171875:26.706129;899945068.359375:27.474979;919940185.546875:28.069333;939935302.734375:27.951434;959930419.921875:27.355048;979925537.109375:27.516809;999920654.296875:28.162293;1019915771.484375:28.257334;1039910888.671875:28.018731;1059906005.859375:27.835620;1079901123.046875:27.075227;1099896240.234375:24.525576;1119891357.421875:18.588102;1139886474.609375:9.511790;1159881591.796875:1.811194;1179876708.984375:-3.794851;1179876708.984375:-3.794851
-28.500000,600018310.546875:-13.633736;620013427.734375:-10.593499;640008544.921875:-5.118544;660003662.109375:4.368195;679998779.296875:16.084232;699993896.484375:25.065659;719989013.671875:28.142076;739984130.859375:28.015144;759979248.046875:27.784597;779974365.234375:27.794083;799969482.421875:27.920665;819964599.609375:27.696454;839959716.796875:27.012774;859954833.984375:26.716795;879949951.171875:27.176024;899945068.359375:27.691703;919940185.546875:27.475412;939935302.734375:26.632540;959930419.921875:26.576565;979925537.109375:27.629440;999920654.296875:28.622892;1019915771.484375:28.774050;1039910888.671875:28.618852;1059906005.859375:28.483642;1079901123.046875:27.389382;1099896240.234375:24.500898;1119891357.421875:18.804344;1139886474.609375:9.971912;1159881591.796875:2.309188;1179876708.984375:-3.306987;1179876708.984375:-3.306987
-28.000000,600018310.546875:-13.070885;620013427.734375:-10.062172;640008544.921875:-4.640873;660003662.109375:4.522746;679998779.296875:15.334070;699993896.484375:23.537974;719989013.671875:27.106794;739984130.859375:27.989945;759979248.046875:28.204602;779974365.234375:28.266350;799969482.421875:28.390358;819964599.609375:28.168961;839959716.796875:27.489549;859954833.984375:27.197930;879949951.171875:27.714051;899945068.359375:28.648495;919940185.546875:29.415538;939935302.734375:29.132622;959930419.921875:28.377505;979925537.109375:28.511180;999920654.296875:29.157754;1019915771.484375:29.233086;1039910888.671875:28.868490;1059906005.859375:28.552620;1079901123.046875:27.923439;1099896240.234375:25.500973;1119891357.421875:19.588098;1139886474.609375:10.516268;1159881591.796875:2.818752;1179876708.984375:-2.785005;1179876708.984375:-2.785005
-27.500000,600018310.546875:-12.545610;620013427.734375:-9.523897;640008544.921875:-4.129247;660003662.109375:4.789767;679998779.296875:15.329926;699993896.484375:23.775951;719989013.671875:27.582549;739984130.859375:28.503292;759979248.046875:28.714140;779974365.234375:28.775877;799969482.421875:28.897710;819964599.609375:28.671565;839959716.796875:27.987987;859954833.984375:27.692609;879949951.171875:28.243134;899945068.359375:29.390600;919940185.546875:30.379314;939935302.734375:29.875193;959930419.921875:28.910211;979925537.109375:29.011762;999920654.296875:29.663563;1019915771.484375:29.758517;1039910888.671875:29.511349;1059906005.859375:29.322751;1079901123.046875:28.565002;1099896240.234375:26.021638;1119891357.421875:20.094015;1139886474.609375:11.029479;1159881591.796875:3.331982;1179876708.984375:-2.267913;1179876708.984375:-2.267913
-27.000000,600018310.546875:-12.332203;620013427.734375:-10.067489;640008544.921875:-5.538941;660003662.109375:3.227750;679998779.296875:14.688441;699993896.484375:23.979312;719989013.671875:28.056874;739984130.859375:29.018587;759979248.046875:29.240672;779974365.234375:29.307834;799969482.421875:29.432898;819964599.609375:29.209379;839959716.796875:28.529823;859954833.984375:28.337498;879949951.171875:29.476985;899945068.359375:31.311868;919940185.546875:31.788545;939935302.734375:30.611158;959930419.921875:29.454011;979925537.109375:29.519656;999920654.296875:30.082205;1019915771.484375:30.107224;1039910888.671875:30.036403;1059906005.859375:30.022903;1079901123.046875:29.185753;1099896240.234375:26.552665;1119891357.421875:20.600517;1139886474.609375:11.489575;1159881591.796875:3.679857;1179876708.984375:-1.993534;1179876708.984375:-1.993534
-26.500000,600018310.546875:-11.648901;620013427.734375:-9.044049;640008544.921875:-4.384888;660003662.109375:4.052395;679998779.296875:15.270615;699993896.484375:24.512618;719989013.671875:28.579482;739984130.859375:29.532016;759979248.046875:29.747703;779974365.234375:29.808737;799969482.421875:29.932014;819964599.609375:29.710536;839959716.796875:29.030004;859954833.984375:28.832224;879949951.171875:29.967683;899945068.359375:31.803270;919940185.546875:32.279583;939935302.734375:31.102844;959930419.921875:29.947344;979925537.109375:29.991711;999920654.296875:30.417871;1019915771.484375:30.299887;1039910888.671875:30.373952;1059906005.859375:30.496035;1079901123.046875:29.682290;1099896240.234375:27.050196;1119891357.421875:21.094906;1139886474.609375:11.903170;1159881591.796875:3.884139;1179876708.984375:-1.923769;1179876708.984375:-1.923769
-26.000000,600018310.546875:-10.985242;620013427.734375:-8.065044;640008544.921875:-3.128442;660003662.109375:5.197626;679998779.296875:16.002100;699993896.484375:25.016878;719989013.671875:29.048456;739984130.859375:29.998060;759979248.046875:30.215023;779974365.234375:30.279533;799969482.421875:30.399593;819964599.609375:30.174984;839959716.796875:29.497142;859954833.984375:29.295890;879949951.171875:30.370247;899945068.359375:32.134694;919940185.546875:32.684970;939935302.734375:31.577684;959930419.921875:30.436230;979925537.109375:30.521116;999920654.296875:31.149108;1019915771.484375:31.150668;1039910888.671875:30.884981;1059906005.859375:30.906588;1079901123.046875:30.163797;1099896240.234375:27.547854;1119891357.421875:21.608086;1139886474.609375:12.559401;1159881591.796875:4.874181;1179876708.984375:-0.764406;1179876708.984375:-0.764406
-25.500000,600018310.546875:-10.424039;620013427.734375:-7.436510;640008544.921875:-2.084997;660003662.109375:6.673183;679998779.296875:17.023493;699993896.484375:25.607760;719989013.671875:29.563113;739984130.859375:30.508578;759979248.046875:30.717598;779974365.234375:30.776774;799969482.421875:30.899090;819964599.609375:30.679695;839959716.796875:30.000948;859954833.984375:29.707495;879949951.171875:30.290770;899945068.359375:31.545126;919940185.546875:32.608824;939935302.734375:31.991693;959930419.921875:30.935090;979925537.109375:31.018109;999920654.296875:31.660889;1019915771.484375:31.759205;1039910888.671875:31.595120;1059906005.859375:31.515623;1079901123.046875:30.675123;1099896240.234375:28.046868;1119891357.421875:22.116955;1139886474.609375:13.079377;1159881591.796875:5.409540;1179876708.984375:-0.171913;1179876708.984375:-0.171913
-25.000000,600018310.546875:-10.025415;620013427.734375:-7.074302;640008544.921875:-1.640718;660003662.109375:7.814960;679998779.296875:19.294938;699993896.484375:27.751719;719989013.671875:30.601144;739984130.859375:30.963232;759979248.046875:31.100760;779974365.234375:31.172911;799969482.421875:31.285453;819964599.609375:31.025787;839959716.796875:30.318311;859954833.984375:30.036770;879949951.171875:30.531455;899945068.359375:31.097257;919940185.546875:31.116416;939935302.734375:30.715625;959930419.921875:30.667044;979925537.109375:31.259096;999920654.296875:31.985688;1019915771.484375:32.069112;1039910888.671875:31.853137;1059906005.859375:31.617741;1079901123.046875:30.656261;1099896240.234375:28.202987;1119891357.421875:22.401481;1139886474.609375:13.361666;1159881591.796875:5.684561;1179876708.984375:0.123550;1179876708.984375:0.123550
-24.500000,600018310.546875:-9.447613;620013427.734375:-6.615437;640008544.921875:-1.855817;660003662.109375:6.322226;679998779.296875:17.264702;699993896.484375:26.411456;719989013.671875:30.459241;739984130.859375:31.396737;759979248.046875:31.613149;779974365.234375:31.684472;799969482.421875:31.795687;819964599.609375:31.533880;839959716.796875:30.823387;859954833.984375:30.636736;879949951.171875:31.809114;899945068.359375:33.659854;919940185.546875:34.109764;939935302.734375:32.899147;959930419.921875:31.732787;979925537.109375:31.830609;999920654.296875:32.486538;1019915771.484375:32.551594;1039910888.671875:32.340561;1059906005.859375:32.268498;1079901123.046875:31.472337;1099896240.234375:28.875145;1119891357.421875:22.938701;1139886474.609375:13.882306;1159881591.796875:6.209762;1179876708.984375:0.644101;1179876708.984375:0.644101
-24.000000,600018310.546875:-8.942945;620013427.734375:-6.011811;640008544.921875:-0.577357;660003662.109375:8.885213;679998779.296875:20.368324;699993896.484375:28.825700;719989013.671875:31.632631;739984130.859375:31.960469;759979248.046875:32.091193;779974365.234375:32.161421;799969482.421875:32.269108;819964599.609375:32.005899;839959716.796875:31.297183;859954833.984375:31.017554;879949951.171875:31.516746;899945068.359375:32.079995;919940185.546875:32.062451;939935302.734375:31.621410;959930419.921875:31.616993;979925537.109375:32.251678;999920654.296875:32.987518;1019915771.484375:33.075828;1039910888.671875:32.868992;1059906005.859375:32.662567;1079901123.046875:31.728612;1099896240.234375:29.242594;1119891357.421875:23.416306;1139886474.609375:14.385144;1159881591.796875:6.724455;1179876708.984375:1.179626;1179876708.984375:1.179626
-23.500000,600018310.546875:-8.332194;620013427.734375:-5.430981;640008544.921875:-0.212823;660003662.109375:8.443247;679998779.296875:18.860891;699993896.484375:27.507135;719989013.671875:31.458356;739984130.859375:32.387838;759979248.046875:32.600375;779974365.234375:32.668588;799969482.421875:32.774382;819964599.609375:32.509220;839959716.796875:31.799590;859954833.984375:31.544700;879949951.171875:32.308581;899945068.359375:33.728885;919940185.546875:34.616686;939935302.734375:33.821962;959930419.921875:32.730406;979925537.109375:32.834657;999920654.296875:33.483522;1019915771.484375:33.477425;1039910888.671875:33.188989;1059906005.859375:33.191728;1079901123.046875:32.467189;1099896240.234375:29.882554;1119891357.421875:23.950080;1139886474.609375:14.907921;1159881591.796875:7.247656;1179876708.984375:1.668077;1179876708.984375:1.668077
-23.000000,600018310.546875:-7.788700;620013427.734375:-4.902138;640008544.921875:0.451121;660003662.109375:9.568908;679998779.296875:20.276942;699993896.484375:28.452177;719989013.671875:32.029815;739984130.859375:32.905049;759979248.046875:33.123948;779974365.234375:33.198175;799969482.421875:33.313501;819964599.609375:33.054348;839959716.796875:32.345174;859954833.984375:32.064573;879949951.171875:32.622392;899945068.359375:33.607124;919940185.546875:34.379643;939935302.734375:34.010546;959930419.921875:33.203163;979925537.109375:33.348350;999920654.296875:34.007510;1019915771.484375:34.049824;1039910888.671875:33.612112;1059906005.859375:33.254330;1079901123.046875:32.700054;1099896240.234375:30.353775;1119891357.421875:24.473400;1139886474.609375:15.442090;1159881591.796875:7.798529;1179876708.984375:2.271832;1179876708.984375:2.271832
-22.500000,600018310.546875:-7.187644;620013427.734375:-4.330857;640008544.921875:0.850484;660003662.109375:9.491617;679998779.296875:19.893579;699993896.484375:28.528527;719989013.671875:32.480605;739984130.859375:33.415626;759979248.046875:33.633262;779974365.234375:33.706174;799969482.421875:33.816451;819964599.609375:33.553973;839959716.796875:32.844805;859954833.984375:32.590049;879949951.171875:33.356114;899945068.359375:34.777274;919940185.546875:35.655405;939935302.734375:34.850598;959930419.921875:33.755069;979925537.109375:33.854478;999920654.296875:34.496755;1019915771.484375:34.487753;1039910888.671875:34.199887;1059906005.859375:34.206858;1079901123.046875:33.487104;1099896240.234375:30.907520;1119891357.421875:24.987139;1139886474.609375:15.961693;1159881591.796875:8.316405;1179876708.984375:2.754056;1179876708.984375:2.754056
-22.000000,600018310.546875:-6.631466;620013427.734375:-3.779732;640008544.921875:1.567617;660003662.109375:10.806562;679998779.296875:21.631292;699993896.484375:29.624350;719989013.671875:33.045542;739984130.859375:33.892352;759979248.046875:34.111315;779974365.234375:34.182708;799969482.421875:34.290954;819964599.609375:34.029403;839959716.796875:33.322758;859954833.984375:33.043143;879949951.171875:33.576084;899945068.359375:34.393521;919940185.546875:34.986655;939935302.734375:34.805297;959930419.921875:34.175871;979925537.109375:34.349902;999920654.296875:35.006926;1019915771.484375:35.073878;1039910888.671875:34.780187;1059906005.859375:34.576028;1079901123.046875:33.873019;1099896240.234375:31.384862;1119891357.421875:25.485338;1139886474.609375:16.461505;1159881591.796875:8.820372;1179876708.984375:3.307418;1179876708.984375:3.307418
-21.500000,600018310.546875:-6.049057;620013427.734375:-3.205885;640008544.921875:2.147328;660003662.109375:11.590197;679998779.296875:23.192737;699993896.484375:32.098068;719989013.671875:35.176100;739984130.859375:34.971766;759979248.046875:34.684224;779974365.234375:34.684653;799969482.421875:34.791859;819964599.609375:34.529174;839959716.796875:33.821506;859954833.984375:33.539331;879949951.171875:34.038634;899945068.359375:34.575206;919940185.546875:34.322037;939935302.734375:33.394052;959930419.921875:33.280165;979925537.109375:34.406638;999920654.296875:35.465234;1019915771.484375:35.604133;1039910888.671875:35.419545;1059906005.859375:35.286277;1079901123.046875:34.249129;1099896240.234375:31.425235;1119891357.421875:25.741526;1139886474.609375:16.948583;1159881591.796875:9.362840;1179876708.984375:3.868224;1179876708.984375:3.868224
-21.000000,600018310.546875:-5.467315;620013427.734375:-2.671078;640008544.921875:2.643320;660003662.109375:12.012851;679998779.296875:23.264978;699993896.484375:31.491365;719989013.671875:34.442584;739984130.859375:34.931424;759979248.046875:35.097071;779974365.234375:35.172319;799969482.421875:35.279701;819964599.609375:35.014296;839959716.796875:34.304898;859954833.984375:34.024843;879949951.171875:34.526924;899945068.359375:35.123915;919940185.546875:35.285314;939935302.734375:35.029945;959930419.921875:34.827022;979925537.109375:35.271419;999920654.296875:35.970491;1019915771.484375:36.054391;1039910888.671875:35.820396;1059906005.859375:35.480377;1079901123.046875:34.410795;1099896240.234375:32.074133;1119891357.421875:26.408953;1139886474.609375:17.448235;1159881591.796875:9.832681;1179876708.984375:4.351708;1179876708.984375:4.351708
-20.500000,600018310.546875:-4.849024;620013427.734375:-2.063214;640008544.921875:3.219608;660003662.109375:12.612202;679998779.296875:24.216079;699993896.484375:33.285326;719989013.671875:36.548617;739984130.859375:36.161721;759979248.046875:35.701156;779974365.234375:35.672799;799969482.421875:35.781058;819964599.609375:35.518713;839959716.796875:34.808563;859954833.984375:34.526335;879949951.171875:35.027289;899945068.359375:35.557696;919940185.546875:35.254007;939935302.734375:34.069722;959930419.921875:33.690398;979925537.109375:35.075585;999920654.296875:36.379030;1019915771.484375:36.557794;1039910888.671875:36.369875;1059906005.859375:36.266695;1079901123.046875:35.411714;1099896240.234375:32.779323;1119891357.421875:26.916642;1139886474.609375:17.965600;1159881591.796875:10.373861;1179876708.984375:4.911357;1179876708.984375:4.911357
-20.000000,600018310.546875:-4.170903;620013427.734375:-1.418535;640008544.921875:3.749966;660003662.109375:12.405262;679998779.296875:22.598289;699993896.484375:31.032518;719989013.671875:34.935822;739984130.859375:35.892125;759979248.046875:36.127674;779974365.234375:36.186753;799969482.421875:36.283365;819964599.609375:36.042321;839959716.796875:35.355823;859954833.984375:35.070620;879949951.171875:35.658178;899945068.359375:36.903734;919940185.546875:37.965963;939935302.734375:37.332043;959930419.921875:36.257022;979925537.109375:36.341594;999920654.296875:37.000464;1019915771.484375:37.109800;1039910888.671875:36.936387;1059906005.859375:36.830149;1079901123.046875:35.992390;1099896240.234375:33.393592;1119891357.421875:27.504288;1139886474.609375:18.535173;1159881591.796875:10.950517;1179876708.984375:5.502391;1179876708.984375:5.502391
-19.500000,600018310.546875:-3.520737;620013427.734375:-0.810309;640008544.921875:4.387035;660003662.109375:13.404911;679998779.296875:23.979966;699993896.484375:32.005525;719989013.671875:35.524224;739984130.859375:36.410972;759979248.046875:36.641165;779974365.234375:36.696525;799969482.421875:36.790661;819964599.609375:36.546409;839959716.796875:35.858724;859954833.984375:35.575058;879949951.171875:36.118411;899945068.359375:37.093506;919940185.546875:37.870589;939935302.734375:37.523922;959930419.921875:36.723285;979925537.109375:36.853828;999920654.296875:37.511263;1019915771.484375:37.581854;1039910888.671875:37.172082;1059906005.859375:36.814469;1079901123.046875:36.225931;1099896240.234375:33.865517;1119891357.421875:28.022065;1139886474.609375:19.061649;1159881591.796875:11.488519;1179876708.984375:6.057368;1179876708.984375:6.057368
-19.000000,600018310.546875:-2.885098;620013427.734375:-0.223103;640008544.921875:4.963540;660003662.109375:14.293414;679998779.296875:25.720486;699993896.484375:34.138662;719989013.671875:36.788832;739984130.859375:37.033565;759979248.046875:37.167765;779974365.234375:37.231801;799969482.421875:37.332918;819964599.609375:37.094028;839959716.796875:36.409815;859954833.984375:36.124118;879949951.171875:36.606402;899945068.359375:37.134257;919940185.546875:36.944049;939935302.734375:36.314154;959930419.921875:36.482260;979925537.109375:37.273748;999920654.296875:38.033990;1019915771.484375:38.141930;1039910888.671875:37.968089;1059906005.859375:37.858602;1079901123.046875:37.019735;1099896240.234375:34.431461;1119891357.421875:28.559224;1139886474.609375:19.607602;1159881591.796875:12.044488;1179876708.984375:6.627171;1179876708.984375:6.627171
-18.500000,600018310.546875:-2.220732;620013427.734375:0.404146;640008544.921875:5.550346;660003662.109375:14.858255;679998779.296875:26.376531;699993896.484375:35.442947;719989013.671875:38.990999;739984130.859375:38.863116;759979248.046875:38.096864;779974365.234375:37.784933;799969482.421875:37.841801;819964599.609375:37.604729;839959716.796875:36.918955;859954833.984375:36.631675;879949951.171875:37.111921;899945068.359375:37.636759;919940185.546875:37.330043;939935302.734375:36.048662;959930419.921875:35.414323;979925537.109375:36.676251;999920654.296875:38.232279;1019915771.484375:38.622196;1039910888.671875:38.480172;1059906005.859375:38.372773;1079901123.046875:37.508157;1099896240.234375:34.743470;1119891357.421875:28.689009;1139886474.609375:19.930828;1159881591.796875:12.558046;1179876708.984375:7.198499;1179876708.984375:7.198499
-18.000000,600018310.546875:-1.572730;620013427.734375:1.019594;640008544.921875:6.126959;660003662.109375:15.406429;679998779.296875:26.904174;699993896.484375:35.912582;719989013.671875:39.216759;739984130.859375:38.841161;759979248.046875:38.317211;779974365.234375:38.233075;799969482.421875:38.324548;819964599.609375:38.083087;839959716.796875:37.394926;859954833.984375:37.110593;879949951.171875:37.595668;899945068.359375:38.122996;919940185.546875:37.818935;939935302.734375:36.566587;959930419.921875:36.088440;979925537.109375:37.513491;999920654.296875:38.906389;1019915771.484375:39.142609;1039910888.671875:38.977600;1059906005.859375:38.871513;1079901123.046875:38.030827;1099896240.234375:35.420644;1119891357.421875:29.532331;1139886474.609375:20.615919;1159881591.796875:13.092672;1179876708.984375:7.716180;1179876708.984375:7.716180
-17.500000,600018310.546875:-0.833345;620013427.734375:1.677214;640008544.921875:6.720090;660003662.109375:15.945338;679998779.296875:27.250379;699993896.484375:35.556796;719989013.671875:38.247660;739984130.859375:38.543183;759979248.046875:38.678743;779974365.234375:38.734196;799969482.421875:38.826446;819964599.609375:38.582843;839959716.796875:37.896759;859954833.984375:37.613521;879949951.171875:38.100729;899945068.359375:38.651265;919940185.546875:38.572571;939935302.734375:38.059220;959930419.921875:38.116788;979925537.109375:38.801908;999920654.296875:39.543077;1019915771.484375:39.654824;1039910888.671875:39.474677;1059906005.859375:39.303270;1079901123.046875:38.395601;1099896240.234375:35.874495;1119891357.421875:30.081551;1139886474.609375:21.169786;1159881591.796875:13.644464;1179876708.984375:8.298746;1179876708.984375:8.298746
-17.000000,600018310.546875:-0.238877;620013427.734375:2.215210;640008544.921875:7.190871;660003662.109375:16.192695;679998779.296875:26.833010;699993896.484375:34.677959;719989013.671875:38.043497;739984130.859375:38.894480;759979248.046875:39.111501;779974365.234375:39.153138;799969482.421875:39.237001;819964599.609375:38.985874;839959716.796875:38.292027;859954833.984375:38.000206;879949951.171875:38.512690;899945068.359375:39.330954;919940185.546875:39.937277;939935302.734375:39.750985;959930419.921875:39.111350;979925537.109375:39.273553;999920654.296875:39.931590;1019915771.484375:40.025040;1039910888.671875:39.747679;1059906005.859375:39.529711;1079901123.046875:38.811623;1099896240.234375:36.332141;1119891357.421875:30.489284;1139886474.609375:21.571510;1159881591.796875:14.062590;1179876708.984375:8.761945;1179876708.984375:8.761945
-16.500000,600018310.546875:0.520603;620013427.734375:2.904514;640008544.921875:7.819083;660003662.109375:16.992982;679998779.296875:28.440719;699993896.484375:37.448137;719989013.671875:40.975508;739984130.859375:40.848034;759979248.046875:40.046485;779974365.234375:39.696129;799969482.421875:39.728552;819964599.609375:39.475885;839959716.796875:38.783057;859954833.984375:38.493897;879949951.171875:38.978255;899945068.359375:39.513118;919940185.546875:39.212256;939935302.734375:37.929944;959930419.921875:37.284584;979925537.109375:38.536520;999920654.296875:40.120192;1019915771.484375:40.534743;1039910888.671875:40.398004;1059906005.859375:40.291549;1079901123.046875:39.424878;1099896240.234375:36.650944;1119891357.421875:30.599776;1139886474.609375:21.891539;1159881591.796875:14.586874;1179876708.984375:9.344935;1179876708.984375:9.344935
-16.000000,600018310.546875:1.214989;620013427.734375:3.449197;640008544.921875:7.614516;660003662.109375:15.390544;679998779.296875:26.073111;699993896.484375:34.997637;719989013.671875:38.941526;739984130.859375:39.865343;759979248.046875:40.075829;779974365.234375:40.115682;799969482.421875:40.194773;819964599.609375:39.943836;839959716.796875:39.258377;859954833.984375:39.073430;879949951.171875:40.239126;899945068.359375:42.092081;919940185.546875:42.550603;939935302.734375:41.346496;959930419.921875:40.186843;979925537.109375:40.282349;999920654.296875:40.950012;1019915771.484375:41.072007;1039910888.671875:40.904399;1059906005.859375:40.798234;1079901123.046875:39.966780;1099896240.234375:37.382054;1119891357.421875:31.534317;1139886474.609375:22.642316;1159881591.796875:15.164887;1179876708.984375:9.894139;1179876708.984375:9.894139
-15.500000,600018310.546875:2.023480;620013427.734375:4.274571;640008544.921875:9.045885;660003662.109375:18.120678;679998779.296875:29.429113;699993896.484375:37.830290;719989013.671875:40.497294;739984130.859375:40.596038;759979248.046875:40.605398;779974365.234375:40.627142;799969482.421875:40.700495;819964599.609375:40.445749;839959716.796875:39.755964;859954833.984375:39.465431;879949951.171875:39.951566;899945068.359375:40.491516;919940185.546875:40.290554;939935302.734375:39.610388;959930419.921875:39.757561;979925537.109375:40.626024;999920654.296875:41.448950;1019915771.484375:41.580228;1039910888.671875:41.415145;1059906005.859375:41.305315;1079901123.046875:40.423528;1099896240.234375:37.787285;1119891357.421875:31.998790;1139886474.609375:23.165855;1159881591.796875:15.714010;1179876708.984375:10.476347;1179876708.984375:10.476347
-15.000000,600018310.546875:2.740854;620013427.734375:4.923647;640008544.921875:9.623821;660003662.109375:18.660364;679998779.296875:29.984382;699993896.484375:38.485795;719989013.671875:41.235356;739984130.859375:41.193440;759979248.046875:41.102864;779974365.234375:41.151843;799969482.421875:41.278676;819964599.609375:41.035553;839959716.796875:40.324668;859954833.984375:40.011700;879949951.171875:40.482890;899945068.359375:41.020707;919940185.546875:40.823234;939935302.734375:40.091106;959930419.921875:40.160166;979925537.109375:41.078376;999920654.296875:41.935899;1019915771.484375:42.048952;1039910888.671875:41.885060;1059906005.859375:41.792452;1079901123.046875:40.875709;1099896240.234375:38.186007;1119891357.421875:32.477456;1139886474.609375:23.708655;1159881591.796875:16.264274;1179876708.984375:11.044816;1179876708.984375:11.044816
-14.500000,600018310.546875:3.474339;620013427.734375:5.566840;640008544.921875:9.937602;660003662.109375:18.037021;679998779.296875:28.226660;699993896.484375:36.682592;719989013.671875:40.495954;739984130.859375:41.373285;759979248.046875:41.582762;779974365.234375:41.662390;799969482.421875:41.783820;819964599.609375:41.539189;839959716.796875:40.828497;859954833.984375:40.558991;879949951.171875:41.402275;899945068.359375:42.939504;919940185.546875:43.738235;939935302.734375:42.864006;959930419.921875:41.762708;979925537.109375:41.837095;999920654.296875:42.443418;1019915771.484375:42.368358;1039910888.671875:42.023347;1059906005.859375:42.133950;1079901123.046875:41.514298;1099896240.234375:38.982553;1119891357.421875:33.146472;1139886474.609375:24.262978;1159881591.796875:16.808205;1179876708.984375:11.575285;1179876708.984375:11.575285
-14.000000,600018310.546875:4.272300;620013427.734375:6.330653;640008544.921875:10.890758;660003662.109375:19.730549;679998779.296875:30.523747;699993896.484375:38.337499;719989013.671875:41.306189;739984130.859375:41.889597;759979248.046875:42.061530;779974365.234375:42.136702;799969482.421875:42.254560;819964599.609375:42.010182;839959716.796875:41.305097;859954833.984375:40.994828;879949951.171875:41.467567;899945068.359375:42.095843;919940185.546875:42.427645;939935302.734375:42.354019;959930419.921875:42.028965;979925537.109375:42.319886;999920654.296875:42.975191;1019915771.484375:43.075032;1039910888.671875:42.894162;1059906005.859375:42.711780;1079901123.046875:41.802211;1099896240.234375:39.356559;1119891357.421875:33.639379;1139886474.609375:24.792973;1159881591.796875:17.371057;1179876708.984375:12.227910;1179876708.984375:12.227910
-13.500000,600018310.546875:5.075003;620013427.734375:7.049049;640008544.921875:11.523266;660003662.109375:20.349241;679998779.296875:31.311920;699993896.484375:39.302405;719989013.671875:42.058825;739984130.859375:42.445176;759979248.046875:42.577985;779974365.234375:42.647470;799969482.421875:42.762689;819964599.609375:42.515528;839959716.796875:41.805503;859954833.984375:41.490593;879949951.171875:41.964494;899945068.359375:42.571274;919940185.546875:42.747691;939935302.734375:42.509600;959930419.921875:42.353434;979925537.109375:42.804660;999920654.296875:43.489189;1019915771.484375:43.594404;1039910888.671875:43.393678;1059906005.859375:43.077609;1079901123.046875:42.028797;1099896240.234375:39.728327;1119891357.421875:34.151116;1139886474.609375:25.340693;1159881591.796875:17.947130;1179876708.984375:12.863515;1179876708.984375:12.863515
-13.000000,600018310.546875:5.676238;620013427.734375:7.316713;640008544.921875:10.961892;660003662.109375:18.591747;679998779.296875:29.245341;699993896.484375:38.096177;719989013.671875:41.965125;739984130.859375:42.839483;759979248.046875:43.051478;779974365.234375:43.132650;799969482.421875:43.254204;819964599.609375:43.014944;839959716.796875:42.313101;859954833.984375:42.101160;879949951.171875:43.249648;899945068.359375:45.106888;919940185.546875:45.577239;939935302.734375:44.388629;959930419.921875:43.231849;979925537.109375:43.280883;999920654.296875:43.767819;1019915771.484375:43.715065;1039910888.671875:43.705335;1059906005.859375:43.774801;1079901123.046875:43.006166;1099896240.234375:40.450823;1119891357.421875:34.620410;1139886474.609375:25.694125;1159881591.796875:18.129108;1179876708.984375:12.959099;1179876708.984375:12.959099
-12.500000,600018310.546875:6.588774;620013427.734375:8.414091;640008544.921875:12.693975;660003662.109375:21.210490;679998779.296875:31.621339;699993896.484375:39.332279;719989013.671875:42.596421;739984130.859375:43.378964;759979248.046875:43.581937;779974365.234375:43.655367;799969482.421875:43.771371;819964599.609375:43.528183;839959716.796875:42.822777;859954833.984375:42.508500;879949951.171875:43.010567;899945068.359375:43.853730;919940185.546875:44.494813;939935302.734375:44.312861;959930419.921875:43.670621;979925537.109375:43.818539;999920654.296875:44.453141;1019915771.484375:44.534294;1039910888.671875:44.250385;1059906005.859375:44.047453;1079901123.046875:43.385184;1099896240.234375:40.953631;1119891357.421875:35.159914;1139886474.609375:26.330041;1159881591.796875:18.995220;1179876708.984375:14.077721;1179876708.984375:14.077721
-12.000000,600018310.546875:7.442330;620013427.734375:9.187570;640008544.921875:13.327315;660003662.109375:21.537146;679998779.296875:31.679349;699993896.484375:39.574970;719989013.671875:43.026547;739984130.859375:43.837848;759979248.046875:44.041754;779974365.234375:44.117515;799969482.421875:44.236104;819964599.609375:43.998163;839959716.796875:43.296251;859954833.984375:42.980967;879949951.171875:43.525694;899945068.359375:44.596874;919940185.546875:45.474076;939935302.734375:45.066323;959930419.921875:44.211264;979925537.109375:44.323972;999920654.296875:44.959169;1019915771.484375:45.030128;1039910888.671875:44.680721;1059906005.859375:44.409686;1079901123.046875:43.818797;1099896240.234375:41.454361;1119891357.421875:35.673125;1139886474.609375:26.858766;1159881591.796875:19.547543;1179876708.984375:14.601757;1179876708.984375:14.601757
