"setpoint_db","freq_hz:measured_gain_db"
-63.000000,600018310.546875:-50.959040;620013427.734375:-49.251326;640008544.921875:-45.285749;660003662.109375:-37.386081;679998779.296875:-27.316352;699993896.484375:-19.115381;719989013.671875:-15.198022;739984130.859375:-14.109189;759979248.046875:-13.811915;779974365.234375:-13.779699;799969482.421875:-13.827198;819964599.609375:-14.063400;839959716.796875:-14.654772;859954833.984375:-15.049763;879949951.171875:-14.597956;899945068.359375:-13.472290;919940185.546875:-12.554811;939935302.734375:-12.900253;959930419.921875:-13.633715;979925537.109375:-13.369963;999920654.296875:-12.724779;1019915771.484375:-12.764241;1039910888.671875:-13.183208;1059906005.859375:-13.458575;1079901123.046875:-14.063901;1099896240.234375:-16.536877;1119891357.421875:-22.462989;1139886474.609375:-31.490036;1159881591.796875:-39.012328;1179876708.984375:-44.182846;1179876708.984375:-44.182846
-62.500000,600018310.546875:-50.150839;620013427.734375:-48.217481;640008544.921875:-43.959928;660003662.109375:-35.643819;679998779.296875:-25.211209;699993896.484375:-17.175164;719989013.671875:-13.556868;739984130.859375:-12.567597;759979248.046875:-12.272381;779974365.234375:-12.220168;799969482.421875:-12.261669;819964599.609375:-12.512281;839959716.796875:-13.109779;859954833.984375:-13.497672;879949951.171875:-13.106898;899945068.359375:-12.323035;919940185.546875:-11.786237;939935302.734375:-11.835577;959930419.921875:-12.220969;979925537.109375:-11.869031;999920654.296875:-11.205999;1019915771.484375:-11.198315;1039910888.671875:-11.391755;1059906005.859375:-11.459714;1079901123.046875:-12.334386;1099896240.234375:-14.998588;1119891357.421875:-20.942197;1139886474.609375:-29.998363;1159881591.796875:-37.571525;1179876708.984375:-42.827446;1179876708.984375:-42.827446
-62.000000,600018310.546875:-49.246461;620013427.734375:-47.115760;640008544.921875:-42.730934;660003662.109375:-34.701815;679998779.296875:-24.719028;699993896.484375:-16.313193;719989013.671875:-12.207009;739984130.859375:-11.078221;759979248.046875:-10.767799;779974365.234375:-10.706361;799969482.421875:-10.745361;819964599.609375:-10.994606;839959716.796875:-11.590011;859954833.984375:-11.983258;879949951.171875:-11.514238;899945068.359375:-10.228957;919940185.546875:-9.139158;939935302.734375:-9.698281;959930419.921875:-10.637218;979925537.109375:-10.392695;999920654.296875:-9.719345;1019915771.484375:-9.732437;1039910888.671875:-10.020547;1059906005.859375:-10.154771;1079901123.046875:-10.876708;1099896240.234375:-13.470795;1119891357.421875:-19.437214;1139886474.609375:-28.516379;1159881591.796875:-36.119172;1179876708.984375:-41.434675;1179876708.984375:-41.434675
-61.500000,600018310.546875:-48.338286;620013427.734375:-45.990648;640008544.921875:-41.361289;660003662.109375:-33.062809;679998779.296875:-22.914112;699993896.484375:-14.637111;719989013.671875:-10.642230;739984130.859375:-9.537303;759979248.046875:-9.240465;779974365.234375:-9.172417;799969482.421875:-9.198875;819964599.609375:-9.441184;839959716.796875:-10.028605;859954833.984375:-10.421922;879949951.171875:-9.980169;899945068.359375:-8.799636;919940185.546875:-7.814303;939935302.734375:-8.294071;959930419.921875:-9.158801;979925537.109375:-8.891561;999920654.296875:-8.194124;1019915771.484375:-8.214550;1039910888.671875:-8.589779;1059906005.859375:-8.809027;1079901123.046875:-9.436778;1099896240.234375:-11.945720;1119891357.421875:-17.910199;1139886474.609375:-27.020904;1159881591.796875:-34.658471;1179876708.984375:-40.044717;1179876708.984375:-40.044717
-61.000000,600018310.546875:-47.440222;620013427.734375:-44.920149;640008544.921875:-40.091526;660003662.109375:-31.503555;679998779.296875:-21.090444;699993896.484375:-12.913639;719989013.671875:-9.079722;739984130.859375:-8.020787;759979248.046875:-7.733830;779974365.234375:-7.684645;799969482.421875:-7.683371;819964599.609375:-7.883949;839959716.796875:-8.477778;859954833.984375:-8.880727;879949951.171875:-8.436946;899945068.359375:-7.382438;919940185.546875:-6.559075;939935302.734375:-6.896138;959930419.921875:-7.607951;979925537.109375:-7.320812;999920654.296875:-6.633003;1019915771.484375:-6.635972;1039910888.671875:-6.994269;1059906005.859375:-7.218428;1079901123.046875:-7.863407;1099896240.234375:-10.376932;1119891357.421875:-16.359814;1139886474.609375:-25.516004;1159881591.796875:-33.224832;1179876708.984375:-38.713777;1179876708.984375:-38.713777
-60.500000,600018310.546875:-46.567331;620013427.734375:-43.934653;640008544.921875:-39.200323;660003662.109375:-31.065424;679998779.296875:-20.766728;699993896.484375:-11.885621;719989013.671875:-7.624957;739984130.859375:-6.526990;759979248.046875:-6.234119;779974365.234375:-6.196501;799969482.421875:-6.164307;819964599.609375:-6.308266;839959716.796875:-6.903277;859954833.984375:-7.279983;879949951.171875:-6.500664;899945068.359375:-4.815002;919940185.546875:-3.923860;939935302.734375:-4.867732;959930419.921875:-5.913141;979925537.109375:-5.672637;999920654.296875:-5.044343;1019915771.484375:-5.183564;1039910888.671875:-5.540875;1059906005.859375:-5.428772;1079901123.046875:-6.094960;1099896240.234375:-8.745246;1119891357.421875:-14.776101;1139886474.609375:-23.971893;1159881591.796875:-31.763172;1179876708.984375:-37.434154;1179876708.984375:-37.434154
-60.000000,600018310.546875:-45.449941;620013427.734375:-42.554641;640008544.921875:-37.341381;660003662.109375:-28.248207;679998779.296875:-17.167386;699993896.484375:-8.842866;719989013.671875:-5.578488;739984130.859375:-4.909934;759979248.046875:-4.673742;779974365.234375:-4.603616;799969482.421875:-4.549766;819964599.609375:-4.681837;839959716.796875:-5.255349;859954833.984375:-5.683757;879949951.171875:-5.313212;899945068.359375:-4.567900;919940185.546875:-4.212518;939935302.734375:-4.438868;959930419.921875:-4.642139;979925537.109375:-4.102944;999920654.296875:-3.403936;1019915771.484375:-3.377683;1039910888.671875:-3.581683;1059906005.859375:-3.821497;1079901123.046875:-4.852195;1099896240.234375:-7.336996;1119891357.421875:-13.190819;1139886474.609375:-22.367326;1159881591.796875:-30.158333;1179876708.984375:-35.792571;1179876708.984375:-35.792571
-59.500000,600018310.546875:-44.350392;620013427.734375:-41.293138;640008544.921875:-36.014349;660003662.109375:-27.307410;679998779.296875:-16.931743;699993896.484375:-8.462087;719989013.671875:-4.485766;739984130.859375:-3.478352;759979248.046875:-3.215453;779974365.234375:-3.141743;799969482.421875:-3.072237;819964599.609375:-3.195923;839959716.796875:-3.757017;859954833.984375:-4.172974;879949951.171875:-3.714791;899945068.359375:-2.431861;919940185.546875:-1.355282;939935302.734375:-1.936109;959930419.921875:-2.867528;979925537.109375:-2.613012;999920654.296875:-1.940128;1019915771.484375:-1.930011;1039910888.671875:-2.195195;1059906005.859375:-2.336454;1079901123.046875:-3.068780;1099896240.234375:-5.661332;1119891357.421875:-11.699926;1139886474.609375:-20.928908;1159881591.796875:-28.731758;1179876708.984375:-34.386956;1179876708.984375:-34.386956
-59.000000,600018310.546875:-43.294787;620013427.734375:-40.226991;640008544.921875:-35.377759;660003662.109375:-27.219930;679998779.296875:-16.332164;699993896.484375:-7.130487;719989013.671875:-2.957509;739984130.859375:-1.962335;759979248.046875:-1.704555;779974365.234375:-1.665167;799969482.421875:-1.576983;819964599.609375:-1.648827;839959716.796875:-2.229240;859954833.984375:-2.580714;879949951.171875:-1.513818;899945068.359375:0.487110;919940185.546875:1.073206;939935302.734375:-0.163886;959930419.921875:-1.246342;979925537.109375:-1.013881;999920654.296875:-0.387294;1019915771.484375:-0.405312;1039910888.671875:-0.628401;1059906005.859375:-0.633107;1079901123.046875:-1.390228;1099896240.234375:-4.036622;1119891357.421875:-10.100652;1139886474.609375:-19.357900;1159881591.796875:-27.224380;1179876708.984375:-33.003712;1179876708.984375:-33.003712
-58.500000,600018310.546875:-42.084305;620013427.734375:-38.770756;640008544.921875:-33.264077;660003662.109375:-24.335278;679998779.296875:-13.764598;699993896.484375:-5.261540;719989013.671875:-1.357001;739984130.859375:-0.399537;759979248.046875:-0.166206;779974365.234375:-0.124128;799969482.421875:-0.025298;819964599.609375:-0.100278;839959716.796875:-0.662336;859954833.984375:-1.078345;879949951.171875:-0.583353;899945068.359375:0.713749;919940185.546875:1.759385;939935302.734375:1.149957;959930419.921875:0.220240;979925537.109375:0.467617;999920654.296875:1.135239;1019915771.484375:1.163029;1039910888.671875:0.907359;1059906005.859375:0.763072;1079901123.046875:0.042652;1099896240.234375:-2.538118;1119891357.421875:-8.594325;1139886474.609375:-17.861546;1159881591.796875:-25.724971;1179876708.984375:-31.472142;1179876708.984375:-31.472142
-58.000000,600018310.546875:-40.966844;620013427.734375:-37.554442;640008544.921875:-31.882003;660003662.109375:-22.320098;679998779.296875:-10.667302;699993896.484375:-2.070125;719989013.671875:0.804281;739984130.859375:1.150620;759979248.046875:1.286524;779974365.234375:1.318263;799969482.421875:1.423197;819964599.609375:1.355539;839959716.796875:0.802645;859954833.984375:0.405835;879949951.171875:0.817991;899945068.359375:1.505019;919940185.546875:1.536223;939935302.734375:0.987407;959930419.921875:1.046053;979925537.109375:1.838396;999920654.296875:2.596718;1019915771.484375:2.646369;1039910888.671875:2.461221;1059906005.859375:2.319158;1079901123.046875:1.404637;1099896240.234375:-1.178909;1119891357.421875:-7.166015;1139886474.609375:-16.428117;1159881591.796875:-24.305887;1179876708.984375:-30.078419;1179876708.984375:-30.078419
-57.500000,600018310.546875:-39.693370;620013427.734375:-36.199548;640008544.921875:-30.758481;660003662.109375:-22.068661;679998779.296875:-11.308406;699993896.484375:-2.406870;719989013.671875:1.648688;739984130.859375:2.623720;759979248.046875:2.844409;779974365.234375:2.881736;799969482.421875:2.980918;819964599.609375:2.888871;839959716.796875:2.348428;859954833.984375:2.037289;879949951.171875:2.880842;899945068.359375:4.581857;919940185.546875:5.347050;939935302.734375:4.292208;959930419.921875:3.176433;979925537.109375:3.412269;999920654.296875:4.078393;1019915771.484375:3.882841;1039910888.671875:3.453468;1059906005.859375:3.670449;1079901123.046875:3.086346;1099896240.234375:0.434162;1119891357.421875:-5.635306;1139886474.609375:-14.906787;1159881591.796875:-22.791748;1179876708.984375:-28.702468;1179876708.984375:-28.702468
-57.000000,600018310.546875:-38.661680;620013427.734375:-35.334622;640008544.921875:-30.257711;660003662.109375:-21.676388;679998779.296875:-10.231974;699993896.484375:-0.855147;719989013.671875:3.200012;739984130.859375:4.151313;759979248.046875:4.385785;779974365.234375:4.384728;799969482.421875:4.492290;819964599.609375:4.430568;839959716.796875:3.853326;859954833.984375:3.557518;879949951.171875:4.668970;899945068.359375:6.655855;919940185.546875:7.185565;939935302.734375:5.920726;959930419.921875:4.804670;979925537.109375:5.002530;999920654.296875:5.563239;1019915771.484375:5.516439;1039910888.671875:5.461494;1059906005.859375:5.497690;1079901123.046875:4.696578;1099896240.234375:2.032946;1119891357.421875:-4.041253;1139886474.609375:-13.401189;1159881591.796875:-21.494100;1179876708.984375:-27.447890;1179876708.984375:-27.447890
-56.500000,600018310.546875:-37.343605;620013427.734375:-33.661517;640008544.921875:-27.728368;660003662.109375:-17.853543;679998779.296875:-5.856486;699993896.484375:2.910128;719989013.671875:5.631787;739984130.859375:5.812643;759979248.046875:5.874182;779974365.234375:5.862378;799969482.421875:5.987009;819964599.609375:5.920990;839959716.796875:5.333683;859954833.984375:4.961399;879949951.171875:5.415072;899945068.359375:6.072880;919940185.546875:5.924556;939935302.734375:5.198078;959930419.921875:5.382853;979925537.109375:6.332862;999920654.296875:7.141077;1019915771.484375:7.205826;1039910888.671875:7.028996;1059906005.859375:6.962044;1079901123.046875:6.123929;1099896240.234375:3.434436;1119891357.421875:-2.597558;1139886474.609375:-11.851567;1159881591.796875:-19.758755;1179876708.984375:-25.599570;1179876708.984375:-25.599570
-56.000000,600018310.546875:-36.005387;620013427.734375:-32.242832;640008544.921875:-26.260373;660003662.109375:-16.615779;679998779.296875:-5.428078;699993896.484375:2.826532;719989013.671875:6.327498;739984130.859375:7.203203;759979248.046875:7.397955;779974365.234375:7.398607;799969482.421875:7.531490;819964599.609375:7.459513;839959716.796875:6.885764;859954833.984375:6.529015;879949951.171875:7.012186;899945068.359375:8.037617;919940185.546875:8.809383;939935302.734375:8.419775;959930419.921875:7.654604;979925537.109375:7.925297;999920654.296875:8.632455;1019915771.484375:8.639950;1039910888.671875:8.273745;1059906005.859375:8.040246;1079901123.046875:7.425055;1099896240.234375:4.962553;1119891357.421875:-1.024047;1139886474.609375:-10.233499;1159881591.796875:-18.080869;1179876708.984375:-23.885917;1179876708.984375:-23.885917
-55.500000,600018310.546875:-35.062546;620013427.734375:-31.266476;640008544.921875:-25.275793;660003662.109375:-15.737044;679998779.296875:-4.671309;699993896.484375:3.713739;719989013.671875:7.337059;739984130.859375:8.225430;759979248.046875:8.410430;779974365.234375:8.408843;799969482.421875:8.543474;819964599.609375:8.472527;839959716.796875:7.894179;859954833.984375:7.532965;879949951.171875:8.036782;899945068.359375:9.184682;919940185.546875:10.079709;939935302.734375:9.548753;959930419.921875:8.656401;979925537.109375:8.904676;999920654.296875:9.610739;1019915771.484375:9.615898;1039910888.671875:9.257649;1059906005.859375:9.036388;1079901123.046875:8.417252;1099896240.234375:5.945482;1119891357.421875:-0.046210;1139886474.609375:-9.253550;1159881591.796875:-17.104676;1179876708.984375:-22.919610;1179876708.984375:-22.919610
-55.000000,600018310.546875:-34.171781;620013427.734375:-30.268209;640008544.921875:-24.194532;660003662.109375:-14.603999;679998779.296875:-3.513527;699993896.484375:4.796988;719989013.671875:8.360620;739984130.859375:9.182078;759979248.046875:9.380227;779974365.234375:9.497959;799969482.421875:9.683552;819964599.609375:9.508086;839959716.796875:8.874457;859954833.984375:8.594897;879949951.171875:9.100749;899945068.359375:10.049911;919940185.546875:10.827184;939935302.734375:10.490708;959930419.921875:9.695526;979925537.109375:9.839862;999920654.296875:10.501454;1019915771.484375:10.559458;1039910888.671875:10.180371;1059906005.859375:9.891931;1079901123.046875:9.327099;1099896240.234375:6.947657;1119891357.421875:0.983101;1139886474.609375:-8.251243;1159881591.796875:-16.137216;1179876708.984375:-21.977121;1179876708.984375:-21.977121
-54.500000,600018310.546875:-33.209750;620013427.734375:-29.303563;640008544.921875:-23.410370;660003662.109375:-14.332406;679998779.296875:-3.484707;699993896.484375:5.378403;719989013.671875:9.346960;739984130.859375:10.231159;759979248.046875:10.432558;779974365.234375:10.554109;799969482.421875:10.739122;819964599.609375:10.553481;839959716.796875:9.907405;859954833.984375:9.664665;879949951.171875:10.449154;899945068.359375:11.921829;919940185.546875:12.746145;939935302.734375:11.861165;959930419.921875:10.731459;979925537.109375:10.826752;999920654.296875:11.466159;1019915771.484375:11.414922;1039910888.671875:11.105187;1059906005.859375:11.207710;1079901123.046875:10.552774;1099896240.234375:7.968551;1119891357.421875:1.965911;1139886474.609375:-7.265434;1159881591.796875:-15.168733;1179876708.984375:-21.111409;1179876708.984375:-21.111409
-54.000000,600018310.546875:-32.258354;620013427.734375:-28.297606;640008544.921875:-22.125959;660003662.109375:-12.204457;679998779.296875:-0.526913;699993896.484375:7.893001;719989013.671875:10.880006;739984130.859375:11.335362;759979248.046875:11.486534;779974365.234375:11.612801;799969482.421875:11.801754;819964599.609375:11.620957;839959716.796875:10.975680;859954833.984375:10.689765;879949951.171875:11.135563;899945068.359375:11.713944;919940185.546875:11.917989;939935302.734375:11.672954;959930419.921875:11.429596;979925537.109375:11.854800;999920654.296875:12.563740;1019915771.484375:12.665670;1039910888.671875:12.470838;1059906005.859375:12.188349;1079901123.046875:11.143544;1099896240.234375:8.766876;1119891357.421875:2.993910;1139886474.609375:-6.195173;1159881591.796875:-14.091469;1179876708.984375:-19.950108;1179876708.984375:-19.950108
-53.500000,600018310.546875:-31.279304;620013427.734375:-27.297557;640008544.921875:-21.134883;660003662.109375:-11.397354;679998779.296875:-0.194448;699993896.484375:8.035028;719989013.671875:11.509078;739984130.859375:12.321747;759979248.046875:12.536765;779974365.234375:12.663336;799969482.421875:12.848607;819964599.609375:12.657987;839959716.796875:12.005059;859954833.984375:11.713348;879949951.171875:12.198011;899945068.359375:13.061336;919940185.546875:13.744173;939935302.734375:13.459430;959930419.921875:12.720108;979925537.109375:12.882935;999920654.296875:13.561690;1019915771.484375:13.634026;1039910888.671875:13.320439;1059906005.859375:13.098454;1079901123.046875:12.450021;1099896240.234375:9.989126;1119891357.421875:4.019077;1139886474.609375:-5.208924;1159881591.796875:-13.113622;1179876708.984375:-18.982787;1179876708.984375:-18.982787
-53.000000,600018310.546875:-30.358522;620013427.734375:-26.357639;640008544.921875:-20.146513;660003662.109375:-10.236669;679998779.296875:1.132709;699993896.484375:9.200670;719989013.671875:12.526561;739984130.859375:13.322825;759979248.046875:13.544856;779974365.234375:13.672066;799969482.421875:13.856488;819964599.609375:13.667257;839959716.796875:13.015010;859954833.984375:12.719567;879949951.171875:13.160455;899945068.359375:13.795688;919940185.546875:14.240532;939935302.734375:14.202591;959930419.921875:13.690321;979925537.109375:13.893019;999920654.296875:14.581199;1019915771.484375:14.683161;1039910888.671875:14.516599;1059906005.859375:14.452866;1079901123.046875:13.639632;1099896240.234375:11.017982;1119891357.421875:5.021341;1139886474.609375:-4.205022;1159881591.796875:-12.114225;1179876708.984375:-17.990085;1179876708.984375:-17.990085
-52.500000,600018310.546875:-29.384623;620013427.734375:-25.465649;640008544.921875:-19.941867;660003662.109375:-11.253151;679998779.296875:0.131840;699993896.484375:9.443875;719989013.671875:13.476564;739984130.859375:14.377212;759979248.046875:14.601309;779974365.234375:14.727806;799969482.421875:14.907585;819964599.609375:14.706748;839959716.796875:14.040489;859954833.984375:13.838574;879949951.171875:14.958298;899945068.359375:16.799666;919940185.546875:17.265551;939935302.734375:16.008256;959930419.921875:14.785597;979925537.109375:14.885777;999920654.296875:15.578920;1019915771.484375:15.683834;1039910888.671875:15.525983;1059906005.859375:15.466385;1079901123.046875:14.642912;1099896240.234375:12.010184;1119891357.421875:6.009210;1139886474.609375:-3.219556;1159881591.796875:-11.134202;1179876708.984375:-17.018928;1179876708.984375:-17.018928
-52.000000,600018310.546875:-28.404632;620013427.734375:-24.362958;640008544.921875:-18.172472;660003662.109375:-8.611664;679998779.296875:2.352646;699993896.484375:10.831435;719989013.671875:14.560940;739984130.859375:15.441028;759979248.046875:15.669199;779974365.234375:15.791273;799969482.421875:15.966964;819964599.609375:15.768676;839959716.796875:15.106163;859954833.984375:14.808655;879949951.171875:15.341775;899945068.359375:16.461324;919940185.546875:17.398480;939935302.734375:16.841824;959930419.921875:15.840095;979925537.109375:15.969115;999920654.296875:16.669355;1019915771.484375:16.755169;1039910888.671875:16.469164;1059906005.859375:16.275936;1079901123.046875:15.581992;1099896240.234375:13.068667;1119891357.421875:7.087249;1139886474.609375:-2.141287;1159881591.796875:-10.059585;1179876708.984375:-15.950118;1179876708.984375:-15.950118
-51.500000,600018310.546875:-27.408124;620013427.734375:-23.441529;640008544.921875:-17.798346;660003662.109375:-8.985111;679998779.296875:2.313844;699993896.484375:11.540201;719989013.671875:15.576495;739984130.859375:16.491361;759979248.046875:16.714153;779974365.234375:16.837575;799969482.421875:17.014397;819964599.609375:16.813742;839959716.796875:16.142887;859954833.984375:15.935107;879949951.171875:17.053151;899945068.359375:18.889754;919940185.546875:19.356243;939935302.734375:18.093958;959930419.921875:16.863427;979925537.109375:16.972808;999920654.296875:17.668096;1019915771.484375:17.728936;1039910888.671875:17.520016;1059906005.859375:17.498214;1079901123.046875:16.707483;1099896240.234375:14.072892;1119891357.421875:8.074842;1139886474.609375:-1.152753;1159881591.796875:-9.082059;1179876708.984375:-15.011559;1179876708.984375:-15.011559
-51.000000,600018310.546875:-26.569349;620013427.734375:-22.496915;640008544.921875:-16.229895;660003662.109375:-6.402831;679998779.296875:4.804696;699993896.484375:13.041411;719989013.671875:16.552308;739984130.859375:17.391654;759979248.046875:17.616180;779974365.234375:17.741273;799969482.421875:17.916430;819964599.609375:17.717192;839959716.796875:17.053528;859954833.984375:16.754903;879949951.171875:17.252429;899945068.359375:18.153833;919940185.546875:18.861478;939935302.734375:18.526289;959930419.921875:17.736457;979925537.109375:17.904121;999920654.296875:18.603710;1019915771.484375:18.674005;1039910888.671875:18.332570;1059906005.859375:18.085223;1079901123.046875:17.443560;1099896240.234375:14.976446;1119891357.421875:9.000899;1139886474.609375:-0.230574;1159881591.796875:-8.159896;1179876708.984375:-14.063894;1179876708.984375:-14.063894
-50.500000,600018310.546875:-25.560247;620013427.734375:-21.542092;640008544.921875:-15.723608;660003662.109375:-6.723431;679998779.296875:4.441755;699993896.484375:13.524720;719989013.671875:17.536777;739984130.859375:18.443131;759979248.046875:18.654417;779974365.234375:18.775552;799969482.421875:18.953129;819964599.609375:18.756019;839959716.796875:18.092456;859954833.984375:17.867702;879949951.171875:18.892910;899945068.359375:20.632232;919940185.546875:21.189136;939935302.734375:20.016476;959930419.921875:18.800852;979925537.109375:18.908801;999920654.296875:19.584562;1019915771.484375:19.550725;1039910888.671875:19.249612;1059906005.859375:19.326739;1079901123.046875:18.622008;1099896240.234375:15.987150;1119891357.421875:9.973944;1139886474.609375:0.744077;1159881591.796875:-7.195960;1179876708.984375:-13.192137;1179876708.984375:-13.192137
-50.000000,600018310.546875:-24.548901;620013427.734375:-20.471413;640008544.921875:-14.412241;660003662.109375:-5.162092;679998779.296875:5.783786;699993896.484375:14.665298;719989013.671875:18.658690;739984130.859375:19.560331;759979248.046875:19.750012;779974365.234375:19.832711;799969482.421875:19.976534;819964599.609375:19.781982;839959716.796875:19.152181;859954833.984375:18.930193;879949951.171875:19.775410;899945068.359375:21.296462;919940185.546875:22.038167;939935302.734375:21.043659;959930419.921875:19.868455;979925537.109375:20.009921;999920654.296875:20.717070;1019915771.484375:20.661670;1039910888.671875:20.303290;1059906005.859375:20.408841;1079901123.046875:19.724361;1099896240.234375:17.071246;1119891357.421875:11.042362;1139886474.609375:1.814008;1159881591.796875:-6.119534;1179876708.984375:-12.133903;1179876708.984375:-12.133903
-49.500000,600018310.546875:-23.862088;620013427.734375:-20.434107;640008544.921875:-14.983739;660003662.109375:-5.548490;679998779.296875:6.288824;699993896.484375:15.661359;719989013.671875:19.718077;739984130.859375:20.614974;759979248.046875:20.796930;779974365.234375:20.868502;799969482.421875:21.005195;819964599.609375:20.812725;839959716.796875:20.189088;859954833.984375:20.015742;879949951.171875:21.144802;899945068.359375:22.966893;919940185.546875:23.391001;939935302.734375:22.100611;959930419.921875:20.875887;979925537.109375:20.995302;999920654.296875:21.600934;1019915771.484375:21.590280;1039910888.671875:21.556983;1059906005.859375:21.597382;1079901123.046875:20.752629;1099896240.234375:18.064938;1119891357.421875:12.016020;1139886474.609375:2.695374;1159881591.796875:-5.435973;1179876708.984375:-11.469840;1179876708.984375:-11.469840
-49.000000,600018310.546875:-22.660455;620013427.734375:-18.464935;640008544.921875:-12.063749;660003662.109375:-1.852407;679998779.296875:10.225720;699993896.484375:19.180772;719989013.671875:22.146077;739984130.859375:22.038699;759979248.046875:21.844551;779974365.234375:21.868474;799969482.421875:22.000904;819964599.609375:21.810231;839959716.796875:21.197070;859954833.984375:20.936024;879949951.171875:21.387147;899945068.359375:21.882996;919940185.546875:21.624244;939935302.734375:20.744654;959930419.921875:20.705374;979925537.109375:21.750037;999920654.296875:22.760263;1019915771.484375:22.912863;1039910888.671875:22.746615;1059906005.859375:22.630902;1079901123.046875:21.585233;1099896240.234375:18.702496;1119891357.421875:12.837809;1139886474.609375:3.777289;1159881591.796875:-4.114334;1179876708.984375:-10.016142;1179876708.984375:-10.016142
-48.500000,600018310.546875:-21.588197;620013427.734375:-17.423264;640008544.921875:-11.043081;660003662.109375:-1.108500;679998779.296875:10.111556;699993896.484375:18.347686;719989013.671875:21.852306;739984130.859375:22.657947;759979248.046875:22.827505;779974365.234375:22.893675;799969482.421875:23.025165;819964599.609375:22.831760;839959716.796875:22.215839;859954833.984375:21.950537;879949951.171875:22.443110;899945068.359375:23.332804;919940185.546875:24.025246;939935302.734375:23.656941;959930419.921875:22.862685;979925537.109375:23.060337;999920654.296875:23.788297;1019915771.484375:23.876781;1039910888.671875:23.518490;1059906005.859375:23.227646;1079901123.046875:22.558231;1099896240.234375:20.048078;1119891357.421875:14.023477;1139886474.609375:4.783766;1159881591.796875:-3.137381;1179876708.984375:-9.040520;1179876708.984375:-9.040520
-48.000000,600018310.546875:-20.600419;620013427.734375:-16.425481;640008544.921875:-10.122194;660003662.109375:-0.613267;679998779.296875:10.197144;699993896.484375:18.893960;719989013.671875:22.817803;739984130.859375:23.695531;759979248.046875:23.868445;779974365.234375:23.937810;799969482.421875:24.073354;819964599.609375:23.882514;839959716.796875:23.271919;859954833.984375:23.020808;879949951.171875:23.622155;899945068.359375:24.886444;919940185.546875:25.867175;939935302.734375:25.127599;959930419.921875:24.015943;979925537.109375:24.156926;999920654.296875:24.880389;1019915771.484375:24.978790;1039910888.671875:24.788470;1059906005.859375:24.736048;1079901123.046875:23.892931;1099896240.234375:21.184356;1119891357.421875:15.115228;1139886474.609375:5.871809;1159881591.796875:-2.051051;1179876708.984375:-7.972528;1179876708.984375:-7.972528
-47.500000,600018310.546875:-19.586315;620013427.734375:-15.388796;640008544.921875:-8.931846;660003662.109375:1.256690;679998779.296875:12.782271;699993896.484375:20.896722;719989013.671875:24.084207;739984130.859375:24.753585;759979248.046875:24.907556;779974365.234375:24.971191;799969482.421875:25.099453;819964599.609375:24.903209;839959716.796875:24.290155;859954833.984375:24.024609;879949951.171875:24.455777;899945068.359375:25.031208;919940185.546875:25.367812;939935302.734375:25.273689;959930419.921875:24.845513;979925537.109375:25.146175;999920654.296875:25.878194;1019915771.484375:26.003557;1039910888.671875:25.834390;1059906005.859375:25.694301;1079901123.046875:24.770735;1099896240.234375:22.121408;1119891357.421875:16.097829;1139886474.609375:6.855050;1159881591.796875:-1.067757;1179876708.984375:-6.971580;1179876708.984375:-6.971580
-47.000000,600018310.546875:-36.468600;620013427.734375:-36.366126;640008544.921875:-35.011626;660003662.109375:-30.060290;679998779.296875:-21.007032;699993896.484375:-12.373324;719989013.671875:-8.129005;739984130.859375:-6.814280;759979248.046875:-6.341759;779974365.234375:-6.262368;799969482.421875:-6.292034;819964599.609375:-6.716338;839959716.796875:-7.547887;859954833.984375:-7.803675;879949951.171875:-6.586494;899945068.359375:-4.567814;919940185.546875:-3.929444;939935302.734375:-5.016628;959930419.921875:-6.143625;979925537.109375:-6.145387;999920654.296875:-5.776845;1019915771.484375:-5.944707;1039910888.671875:-5.939386;1059906005.859375:-5.817787;1079901123.046875:-6.526258;1099896240.234375:-9.029972;1119891357.421875:-14.708428;1139886474.609375:-23.174547;1159881591.796875:-29.874259;1179876708.984375:-33.881237;1179876708.984375:-33.881237
-46.500000,600018310.546875:-35.921345;620013427.734375:-35.654712;640008544.921875:-34.149573;660003662.109375:-29.145608;679998779.296875:-20.031659;699993896.484375:-11.351408;719989013.671875:-7.102209;739984130.859375:-5.806501;759979248.046875:-5.352614;779974365.234375:-5.268223;799969482.421875:-5.279248;819964599.609375:-5.705820;839959716.796875:-6.545752;859954833.984375:-6.805469;879949951.171875:-5.590564;899945068.359375:-3.580468;919940185.546875:-2.953869;939935302.734375:-4.047904;959930419.921875:-5.180321;979925537.109375:-5.145199;999920654.296875:-4.551745;1019915771.484375:-4.481439;1039910888.671875:-4.707552;1059906005.859375:-4.813741;1079901123.046875:-5.565991;1099896240.234375:-8.072892;1119891357.421875:-13.755257;1139886474.609375:-22.192511;1159881591.796875:-28.795198;1179876708.984375:-32.759221;1179876708.984375:-32.759221
