"setpoint_db","freq_hz:measured_gain_db"
-47.000000,1800000000.000000:-35.281984;1819995117.187500:-36.073582;1839990234.375000:-35.654664;1859985351.562500:-34.283357;1879980468.750000:-31.787016;1899975585.937500:-27.882961;1919970703.125000:-22.573417;1939965820.312500:-16.707935;1959960937.500000:-11.903265;1979956054.687500:-9.247769;1999951171.875000:-8.339078;2019946289.062500:-8.055982;2039941406.250000:-7.829384;2059936523.437500:-7.741871;2079931640.625000:-7.771174;2099926757.812500:-7.637447;2119921875.000000:-7.417601;2139916992.187500:-7.613494;2159912109.375000:-8.269967;2179907226.562500:-8.764647;2199902343.750000:-8.764726;2219897460.937500:-8.644685;2239892578.125000:-8.759911;2259887695.312500:-9.084769;2279882812.500000:-9.469198;2299877929.687500:-9.835386;2319873046.875000:-10.144450;2339868164.062500:-10.438121;2359863281.250000:-10.686431;2379858398.437500:-10.670714;2399853515.625000:-10.281815;2419848632.812500:-9.693002;2439843750.000000:-9.487247;2459838867.187500:-9.827616;2479833984.375000:-10.322251;2499829101.562500:-10.705601;2519824218.750000:-10.947755;2539819335.937500:-11.066513;2559814453.125000:-11.151836;2579809570.312500:-11.648741;2599804687.500000:-12.627945;2619799804.687500:-13.587551;2639794921.875000:-14.395729;2659790039.062500:-15.244034;2679785156.250000:-16.649243;2679785156.250000:-16.649243
-46.500000,1800000000.000000:-34.736405;1819995117.187500:-35.464052;1839990234.375000:-35.006910;1859985351.562500:-33.583112;1879980468.750000:-31.013272;1899975585.937500:-27.043470;1919970703.125000:-21.695121;1939965820.312500:-15.816087;1959960937.500000:-11.018320;1979956054.687500:-8.368884;1999951171.875000:-7.454876;2019946289.062500:-7.167242;2039941406.250000:-6.947047;2059936523.437500:-6.872509;2079931640.625000:-6.905095;2099926757.812500:-6.802085;2119921875.000000:-6.663062;2139916992.187500:-6.903680;2159912109.375000:-7.524776;2179907226.562500:-7.966302;2199902343.750000:-7.977290;2219897460.937500:-7.879977;2239892578.125000:-7.983775;2259887695.312500:-8.286464;2279882812.500000:-8.666306;2299877929.687500:-9.041596;2319873046.875000:-9.365891;2339868164.062500:-9.677438;2359863281.250000:-9.933731;2379858398.437500:-9.915185;2399853515.625000:-9.531990;2419848632.812500:-8.945628;2439843750.000000:-8.725648;2459838867.187500:-9.047011;2479833984.375000:-9.524101;2499829101.562500:-9.884003;2519824218.750000:-10.115088;2539819335.937500:-10.255261;2559814453.125000:-10.370441;2579809570.312500:-10.869580;2599804687.500000:-11.831664;2619799804.687500:-12.778931;2639794921.875000:-13.574245;2659790039.062500:-14.403553;2679785156.250000:-15.784908;2679785156.250000:-15.784908
-46.000000,1800000000.000000:-34.167673;1819995117.187500:-34.867165;1839990234.375000:-34.373136;1859985351.562500:-32.880517;1879980468.750000:-30.226308;1899975585.937500:-26.177390;1919970703.125000:-20.774757;1939965820.312500:-14.873245;1959960937.500000:-10.064692;1979956054.687500:-7.406250;1999951171.875000:-6.489029;2019946289.062500:-6.202791;2039941406.250000:-5.983953;2059936523.437500:-5.903124;2079931640.625000:-5.926482;2099926757.812500:-5.814848;2119921875.000000:-5.668951;2139916992.187500:-5.909800;2159912109.375000:-6.531274;2179907226.562500:-6.968259;2199902343.750000:-6.974826;2219897460.937500:-6.876298;2239892578.125000:-6.978733;2259887695.312500:-7.277796;2279882812.500000:-7.653717;2299877929.687500:-8.029195;2319873046.875000:-8.356375;2339868164.062500:-8.666646;2359863281.250000:-8.910386;2379858398.437500:-8.881520;2399853515.625000:-8.505166;2419848632.812500:-7.935485;2439843750.000000:-7.713645;2459838867.187500:-8.018388;2479833984.375000:-8.484268;2499829101.562500:-8.846406;2519824218.750000:-9.079370;2539819335.937500:-9.216072;2559814453.125000:-9.322140;2579809570.312500:-9.801846;2599804687.500000:-10.756381;2619799804.687500:-11.724952;2639794921.875000:-12.547023;2659790039.062500:-13.388700;2679785156.250000:-14.773427;2679785156.250000:-14.773427
-45.500000,1800000000.000000:-33.615123;1819995117.187500:-34.276372;1839990234.375000:-33.737546;1859985351.562500:-32.183526;1879980468.750000:-29.447102;1899975585.937500:-25.331977;1919970703.125000:-19.890615;1939965820.312500:-13.974896;1959960937.500000:-9.161341;1979956054.687500:-6.501625;1999951171.875000:-5.587875;2019946289.062500:-5.302218;2039941406.250000:-5.079918;2059936523.437500:-5.002352;2079931640.625000:-5.031226;2099926757.812500:-4.917793;2119921875.000000:-4.769042;2139916992.187500:-5.007163;2159912109.375000:-5.626041;2179907226.562500:-6.062120;2199902343.750000:-6.070513;2219897460.937500:-5.973876;2239892578.125000:-6.074826;2259887695.312500:-6.372463;2279882812.500000:-6.746965;2299877929.687500:-7.120493;2319873046.875000:-7.445759;2339868164.062500:-7.757761;2359863281.250000:-8.010808;2379858398.437500:-7.983787;2399853515.625000:-7.607866;2419848632.812500:-7.045782;2439843750.000000:-6.822137;2459838867.187500:-7.122789;2479833984.375000:-7.586832;2499829101.562500:-7.954473;2519824218.750000:-8.203783;2539819335.937500:-8.347563;2559814453.125000:-8.448093;2579809570.312500:-8.923707;2599804687.500000:-9.880507;2619799804.687500:-10.851449;2639794921.875000:-11.670272;2659790039.062500:-12.509657;2679785156.250000:-13.893897;2679785156.250000:-13.893897
-45.000000,1800000000.000000:-33.069366;1819995117.187500:-33.713246;1839990234.375000:-33.145944;1859985351.562500:-31.538255;1879980468.750000:-28.740449;1899975585.937500:-24.572347;1919970703.125000:-19.098381;1939965820.312500:-13.166377;1959960937.500000:-8.334041;1979956054.687500:-5.646976;1999951171.875000:-4.721592;2019946289.062500:-4.452068;2039941406.250000:-4.246664;2059936523.437500:-4.168671;2079931640.625000:-4.184811;2099926757.812500:-4.062766;2119921875.000000:-3.922194;2139916992.187500:-4.172597;2159912109.375000:-4.791594;2179907226.562500:-5.220845;2199902343.750000:-5.228810;2219897460.937500:-5.138958;2239892578.125000:-5.236239;2259887695.312500:-5.512559;2279882812.500000:-5.858568;2299877929.687500:-6.212027;2319873046.875000:-6.546674;2339868164.062500:-6.885143;2359863281.250000:-7.146211;2379858398.437500:-7.110163;2399853515.625000:-6.733460;2419848632.812500:-6.180614;2439843750.000000:-5.955276;2459838867.187500:-6.244563;2479833984.375000:-6.697834;2499829101.562500:-7.062046;2519824218.750000:-7.315163;2539819335.937500:-7.469018;2559814453.125000:-7.576192;2579809570.312500:-8.044988;2599804687.500000:-8.988788;2619799804.687500:-9.969866;2639794921.875000:-10.813157;2659790039.062500:-11.665654;2679785156.250000:-13.046388;2679785156.250000:-13.046388
-44.500000,1800000000.000000:-32.487359;1819995117.187500:-33.095432;1839990234.375000:-32.481611;1859985351.562500:-30.794282;1879980468.750000:-27.911418;1899975585.937500:-23.681063;1919970703.125000:-18.177349;1939965820.312500:-12.237042;1959960937.500000:-7.405437;1979956054.687500:-4.720761;1999951171.875000:-3.794427;2019946289.062500:-3.522402;2039941406.250000:-3.317613;2059936523.437500:-3.243786;2079931640.625000:-3.260591;2099926757.812500:-3.134753;2119921875.000000:-2.993535;2139916992.187500:-3.244670;2159912109.375000:-3.863203;2179907226.562500:-4.291662;2199902343.750000:-4.298497;2219897460.937500:-4.210117;2239892578.125000:-4.306317;2259887695.312500:-4.579709;2279882812.500000:-4.924128;2299877929.687500:-5.276426;2319873046.875000:-5.610192;2339868164.062500:-5.949234;2359863281.250000:-6.214024;2379858398.437500:-6.181396;2399853515.625000:-5.811531;2419848632.812500:-5.270149;2439843750.000000:-5.043914;2459838867.187500:-5.323173;2479833984.375000:-5.773271;2499829101.562500:-6.141310;2519824218.750000:-6.401412;2539819335.937500:-6.560536;2559814453.125000:-6.667369;2579809570.312500:-7.131431;2599804687.500000:-8.075194;2619799804.687500:-9.060513;2639794921.875000:-9.901532;2659790039.062500:-10.748202;2679785156.250000:-12.121786;2679785156.250000:-12.121786
-44.000000,1800000000.000000:-31.863819;1819995117.187500:-32.410522;1839990234.375000:-31.746760;1859985351.562500:-30.013124;1879980468.750000:-27.055651;1899975585.937500:-22.754121;1919970703.125000:-17.202010;1939965820.312500:-11.241760;1959960937.500000:-6.403400;1979956054.687500:-3.711773;1999951171.875000:-2.782778;2019946289.062500:-2.511350;2039941406.250000:-2.302097;2059936523.437500:-2.221119;2079931640.625000:-2.228905;2099926757.812500:-2.093721;2119921875.000000:-1.949572;2139916992.187500:-2.198450;2159912109.375000:-2.809903;2179907226.562500:-3.232188;2199902343.750000:-3.239819;2219897460.937500:-3.155714;2239892578.125000:-3.251292;2259887695.312500:-3.517263;2279882812.500000:-3.856113;2299877929.687500:-4.202087;2319873046.875000:-4.531135;2339868164.062500:-4.868214;2359863281.250000:-5.128311;2379858398.437500:-5.093184;2399853515.625000:-4.728619;2419848632.812500:-4.194985;2439843750.000000:-3.965699;2459838867.187500:-4.235455;2479833984.375000:-4.676115;2499829101.562500:-5.037594;2519824218.750000:-5.294600;2539819335.937500:-5.451721;2559814453.125000:-5.551790;2579809570.312500:-6.003093;2599804687.500000:-6.937674;2619799804.687500:-7.924737;2639794921.875000:-8.774850;2659790039.062500:-9.628752;2679785156.250000:-11.007629;2679785156.250000:-11.007629
-43.500000,1800000000.000000:-31.256109;1819995117.187500:-31.787975;1839990234.375000:-31.085999;1859985351.562500:-29.259088;1879980468.750000:-26.212579;1899975585.937500:-21.856664;1919970703.125000:-16.280068;1939965820.312500:-10.311728;1959960937.500000:-5.473778;1979956054.687500:-2.786773;1999951171.875000:-1.857101;2019946289.062500:-1.581059;2039941406.250000:-1.370126;2059936523.437500:-1.290755;2079931640.625000:-1.299778;2099926757.812500:-1.164292;2119921875.000000:-1.016836;2139916992.187500:-1.261359;2159912109.375000:-1.871567;2179907226.562500:-2.297453;2199902343.750000:-2.305724;2219897460.937500:-2.219824;2239892578.125000:-2.314747;2259887695.312500:-2.578622;2279882812.500000:-2.915579;2299877929.687500:-3.259144;2319873046.875000:-3.588232;2339868164.062500:-3.928810;2359863281.250000:-4.196081;2379858398.437500:-4.166148;2399853515.625000:-3.804123;2419848632.812500:-3.276922;2439843750.000000:-3.045662;2459838867.187500:-3.303018;2479833984.375000:-3.735356;2499829101.562500:-4.100964;2519824218.750000:-4.367562;2539819335.937500:-4.533323;2559814453.125000:-4.636763;2579809570.312500:-5.083609;2599804687.500000:-6.014178;2619799804.687500:-7.003510;2639794921.875000:-7.856397;2659790039.062500:-8.707267;2679785156.250000:-10.079284;2679785156.250000:-10.079284
-43.000000,1800000000.000000:-30.744810;1819995117.187500:-31.239767;1839990234.375000:-30.503537;1859985351.562500:-28.653265;1879980468.750000:-25.580318;1899975585.937500:-21.196755;1919970703.125000:-15.604569;1939965820.312500:-9.627232;1959960937.500000:-4.783982;1979956054.687500:-2.097206;1999951171.875000:-1.172250;2019946289.062500:-0.896227;2039941406.250000:-0.680929;2059936523.437500:-0.599866;2079931640.625000:-0.609714;2099926757.812500:-0.473600;2119921875.000000:-0.328081;2139916992.187500:-0.579045;2159912109.375000:-1.192416;2179907226.562500:-1.616271;2199902343.750000:-1.622515;2219897460.937500:-1.534954;2239892578.125000:-1.626878;2259887695.312500:-1.887967;2279882812.500000:-2.223218;2299877929.687500:-2.567214;2319873046.875000:-2.895516;2339868164.062500:-3.229247;2359863281.250000:-3.481415;2379858398.437500:-3.439299;2399853515.625000:-3.072917;2419848632.812500:-2.545053;2439843750.000000:-2.306011;2459838867.187500:-2.549650;2479833984.375000:-2.969562;2499829101.562500:-3.323434;2519824218.750000:-3.579537;2539819335.937500:-3.735222;2559814453.125000:-3.827087;2579809570.312500:-4.258455;2599804687.500000:-5.179048;2619799804.687500:-6.167508;2639794921.875000:-7.019635;2659790039.062500:-7.875953;2679785156.250000:-9.259157;2679785156.250000:-9.259157
-42.500000,1800000000.000000:-30.133695;1819995117.187500:-30.566640;1839990234.375000:-29.769424;1859985351.562500:-27.852226;1879980468.750000:-24.710999;1899975585.937500:-20.279678;1919970703.125000:-14.658500;1939965820.312500:-8.672824;1959960937.500000:-3.833057;1979956054.687500:-1.146085;1999951171.875000:-0.217356;2019946289.062500:0.057699;2039941406.250000:0.267426;2059936523.437500:0.346511;2079931640.625000:0.339333;2099926757.812500:0.479171;2119921875.000000:0.627506;2139916992.187500:0.379000;2159912109.375000:-0.230991;2179907226.562500:-0.652103;2199902343.750000:-0.657723;2219897460.937500:-0.574691;2239892578.125000:-0.666350;2259887695.312500:-0.921785;2279882812.500000:-1.252298;2299877929.687500:-1.591719;2319873046.875000:-1.916191;2339868164.062500:-2.255205;2359863281.250000:-2.518186;2379858398.437500:-2.481859;2399853515.625000:-2.118152;2419848632.812500:-1.598174;2439843750.000000:-1.357223;2459838867.187500:-1.593599;2479833984.375000:-2.006453;2499829101.562500:-2.357400;2519824218.750000:-2.617225;2539819335.937500:-2.779117;2559814453.125000:-2.876684;2579809570.312500:-3.309665;2599804687.500000:-4.231990;2619799804.687500:-5.221863;2639794921.875000:-6.067606;2659790039.062500:-6.918249;2679785156.250000:-8.299123;2679785156.250000:-8.299123
-42.000000,1800000000.000000:-29.461490;1819995117.187500:-29.847016;1839990234.375000:-29.008936;1859985351.562500:-27.026691;1879980468.750000:-23.810240;1899975585.937500:-19.314598;1919970703.125000:-13.658976;1939965820.312500:-7.659636;1959960937.500000:-2.810813;1979956054.687500:-0.120658;1999951171.875000:0.806874;2019946289.062500:1.086383;2039941406.250000:1.302686;2059936523.437500:1.387505;2079931640.625000:1.383790;2099926757.812500:1.523011;2119921875.000000:1.663266;2139916992.187500:1.410240;2159912109.375000:0.807280;2179907226.562500:0.391926;2199902343.750000:0.384309;2219897460.937500:0.469077;2239892578.125000:0.383980;2259887695.312500:0.135690;2279882812.500000:-0.194924;2299877929.687500:-0.538535;2319873046.875000:-0.865997;2339868164.062500:-1.205495;2359863281.250000:-1.467611;2379858398.437500:-1.431948;2399853515.625000:-1.074181;2419848632.812500:-0.558572;2439843750.000000:-0.311446;2459838867.187500:-0.531202;2479833984.375000:-0.926268;2499829101.562500:-1.274190;2519824218.750000:-1.534554;2539819335.937500:-1.695144;2559814453.125000:-1.788051;2579809570.312500:-2.213014;2599804687.500000:-3.122734;2619799804.687500:-4.108145;2639794921.875000:-4.953247;2659790039.062500:-5.798895;2679785156.250000:-7.174388;2679785156.250000:-7.174388
-41.500000,1800000000.000000:-28.806542;1819995117.187500:-29.159616;1839990234.375000:-28.286106;1859985351.562500:-26.236795;1879980468.750000:-22.941047;1899975585.937500:-18.391222;1919970703.125000:-12.711857;1939965820.312500:-6.706581;1959960937.500000:-1.856781;1979956054.687500:0.834579;1999951171.875000:1.766490;2019946289.062500:2.053871;2039941406.250000:2.270961;2059936523.437500:2.346835;2079931640.625000:2.341578;2099926757.812500:2.482882;2119921875.000000:2.618971;2139916992.187500:2.363888;2159912109.375000:1.765902;2179907226.562500:1.358720;2199902343.750000:1.360650;2219897460.937500:1.449130;2239892578.125000:1.364398;2259887695.312500:1.116107;2279882812.500000:0.785396;2299877929.687500:0.445908;2319873046.875000:0.121898;2339868164.062500:-0.222491;2359863281.250000:-0.495362;2379858398.437500:-0.468401;2399853515.625000:-0.112523;2419848632.812500:0.397880;2439843750.000000:0.644268;2459838867.187500:0.433710;2479833984.375000:0.044910;2499829101.562500:-0.302602;2519824218.750000:-0.567712;2539819335.937500:-0.734358;2559814453.125000:-0.834555;2579809570.312500:-1.266627;2599804687.500000:-2.178294;2619799804.687500:-3.158911;2639794921.875000:-4.000077;2659790039.062500:-4.848145;2679785156.250000:-6.226629;2679785156.250000:-6.226629
-41.000000,1800000000.000000:-28.194232;1819995117.187500:-28.478874;1839990234.375000:-27.547165;1859985351.562500:-25.435994;1879980468.750000:-22.086653;1899975585.937500:-17.511202;1919970703.125000:-11.812003;1939965820.312500:-5.795714;1959960937.500000:-0.946709;1979956054.687500:1.743837;1999951171.875000:2.677380;2019946289.062500:2.968412;2039941406.250000:3.194315;2059936523.437500:3.278480;2079931640.625000:3.274469;2099926757.812500:3.414822;2119921875.000000:3.547616;2139916992.187500:3.286420;2159912109.375000:2.686802;2179907226.562500:2.282016;2199902343.750000:2.283618;2219897460.937500:2.372111;2239892578.125000:2.286483;2259887695.312500:2.037679;2279882812.500000:1.705983;2299877929.687500:1.363196;2319873046.875000:1.035160;2339868164.062500:0.688098;2359863281.250000:0.416467;2379858398.437500:0.445325;2399853515.625000:0.798128;2419848632.812500:1.305860;2439843750.000000:1.556560;2459838867.187500:1.355336;2479833984.375000:0.974739;2499829101.562500:0.631058;2519824218.750000:0.372526;2539819335.937500:0.209913;2559814453.125000:0.110094;2579809570.312500:-0.312397;2599804687.500000:-1.212441;2619799804.687500:-2.188741;2639794921.875000:-3.019741;2659790039.062500:-3.858469;2679785156.250000:-5.231838;2679785156.250000:-5.231838
-40.500000,1800000000.000000:-27.530201;1819995117.187500:-27.768147;1839990234.375000:-26.789021;1859985351.562500:-24.607686;1879980468.750000:-21.190713;1899975585.937500:-16.567542;1919970703.125000:-10.847683;1939965820.312500:-4.832227;1959960937.500000:0.011975;1979956054.687500:2.700444;1999951171.875000:3.631990;2019946289.062500:3.924593;2039941406.250000:4.152928;2059936523.437500:4.238302;2079931640.625000:4.233806;2099926757.812500:4.371626;2119921875.000000:4.501334;2139916992.187500:4.239906;2159912109.375000:3.647585;2179907226.562500:3.251467;2199902343.750000:3.259708;2219897460.937500:3.350507;2239892578.125000:3.268245;2259887695.312500:3.024320;2279882812.500000:2.692813;2299877929.687500:2.349944;2319873046.875000:2.022948;2339868164.062500:1.672413;2359863281.250000:1.393986;2379858398.437500:1.414308;2399853515.625000:1.762031;2419848632.812500:2.264177;2439843750.000000:2.515756;2459838867.187500:2.321131;2479833984.375000:1.946834;2499829101.562500:1.608229;2519824218.750000:1.345769;2539819335.937500:1.174615;2559814453.125000:1.070788;2579809570.312500:0.646001;2599804687.500000:-0.253847;2619799804.687500:-1.228940;2639794921.875000:-2.058159;2659790039.062500:-2.897909;2679785156.250000:-4.274306;2679785156.250000:-4.274306
-40.000000,1800000000.000000:-26.830524;1819995117.187500:-27.004545;1839990234.375000:-25.973894;1859985351.562500:-23.736692;1879980468.750000:-20.252049;1899975585.937500:-15.570540;1919970703.125000:-9.817002;1939965820.312500:-3.782391;1959960937.500000:1.066847;1979956054.687500:3.746113;1999951171.875000:4.667593;2019946289.062500:4.969019;2039941406.250000:5.215616;2059936523.437500:5.306448;2079931640.625000:5.294649;2099926757.812500:5.419052;2119921875.000000:5.531765;2139916992.187500:5.262398;2159912109.375000:4.683269;2179907226.562500:4.309548;2199902343.750000:4.325227;2219897460.937500:4.398714;2239892578.125000:4.298192;2259887695.312500:4.071538;2279882812.500000:3.803589;2299877929.687500:3.517137;2319873046.875000:3.170222;2339868164.062500:2.759952;2359863281.250000:2.457809;2379858398.437500:2.509420;2399853515.625000:2.896771;2419848632.812500:3.393246;2439843750.000000:3.618356;2459838867.187500:3.423449;2479833984.375000:3.065636;2499829101.562500:2.722295;2519824218.750000:2.445090;2539819335.937500:2.272164;2559814453.125000:2.190460;2579809570.312500:1.814571;2599804687.500000:0.935291;2619799804.687500:-0.109847;2639794921.875000:-1.027812;2659790039.062500:-1.898234;2679785156.250000:-3.253358;2679785156.250000:-3.253358
-39.500000,1800000000.000000:-26.158769;1819995117.187500:-26.270687;1839990234.375000:-25.185527;1859985351.562500:-22.892722;1879980468.750000:-19.356861;1899975585.937500:-14.638177;1919970703.125000:-8.866819;1939965820.312500:-2.827995;1959960937.500000:2.020808;1979956054.687500:4.703230;1999951171.875000:5.630491;2019946289.062500:5.934863;2039941406.250000:6.184103;2059936523.437500:6.275595;2079931640.625000:6.261235;2099926757.812500:6.381151;2119921875.000000:6.486085;2139916992.187500:6.214027;2159912109.375000:5.644599;2179907226.562500:5.278950;2199902343.750000:5.297689;2219897460.937500:5.376012;2239892578.125000:5.280471;2259887695.312500:5.058894;2279882812.500000:4.791994;2299877929.687500:4.502595;2319873046.875000:4.150676;2339868164.062500:3.738145;2359863281.250000:3.430930;2379858398.437500:3.478079;2399853515.625000:3.866040;2419848632.812500:4.361016;2439843750.000000:4.586833;2459838867.187500:4.397005;2479833984.375000:4.044272;2499829101.562500:3.700941;2519824218.750000:3.418367;2539819335.937500:3.238784;2559814453.125000:3.151219;2579809570.312500:2.771790;2599804687.500000:1.894326;2619799804.687500:0.848701;2639794921.875000:-0.069635;2659790039.062500:-0.940827;2679785156.250000:-2.297632;2679785156.250000:-2.297632
-39.000000,1800000000.000000:-25.472621;1819995117.187500:-25.522378;1839990234.375000:-24.383639;1859985351.562500:-22.018778;1879980468.750000:-18.419486;1899975585.937500:-13.670193;1919970703.125000:-7.888991;1939965820.312500:-1.851579;1959960937.500000:2.990983;1979956054.687500:5.667714;1999951171.875000:6.591962;2019946289.062500:6.900482;2039941406.250000:7.151051;2059936523.437500:7.231943;2079931640.625000:7.206132;2099926757.812500:7.316668;2119921875.000000:7.414614;2139916992.187500:7.141891;2159912109.375000:6.573615;2179907226.562500:6.215453;2199902343.750000:6.248249;2219897460.937500:6.342770;2239892578.125000:6.263072;2259887695.312500:6.055256;2279882812.500000:5.798904;2299877929.687500:5.519245;2319873046.875000:5.181667;2339868164.062500:4.782327;2359863281.250000:4.489924;2379858398.437500:4.552815;2399853515.625000:4.958495;2419848632.812500:5.470158;2439843750.000000:5.717486;2459838867.187500:5.554263;2479833984.375000:5.218821;2499829101.562500:4.878677;2519824218.750000:4.596976;2539819335.937500:4.415513;2559814453.125000:4.322373;2579809570.312500:3.939156;2599804687.500000:3.058367;2619799804.687500:2.003824;2639794921.875000:1.078445;2659790039.062500:0.200853;2679785156.250000:-1.162179;2679785156.250000:-1.162179
-38.500000,1800000000.000000:-24.728968;1819995117.187500:-24.743156;1839990234.375000:-23.561284;1859985351.562500:-21.142068;1879980468.750000:-17.496485;1899975585.937500:-12.722251;1919970703.125000:-6.931273;1939965820.312500:-0.888603;1959960937.500000:3.958344;1979956054.687500:6.637015;1999951171.875000:7.563135;2019946289.062500:7.878551;2039941406.250000:8.138002;2059936523.437500:8.222665;2079931640.625000:8.191745;2099926757.812500:8.293376;2119921875.000000:8.382941;2139916992.187500:8.105889;2159912109.375000:7.543535;2179907226.562500:7.198626;2199902343.750000:7.251212;2219897460.937500:7.364566;2239892578.125000:7.293002;2259887695.312500:7.082860;2279882812.500000:6.820706;2299877929.687500:6.538564;2319873046.875000:6.197320;2339868164.062500:5.791066;2359863281.250000:5.492009;2379858398.437500:5.551224;2399853515.625000:5.959186;2419848632.812500:6.473142;2439843750.000000:6.723973;2459838867.187500:6.568039;2479833984.375000:6.235539;2499829101.562500:5.894708;2519824218.750000:5.607137;2539819335.937500:5.416286;2559814453.125000:5.316328;2579809570.312500:4.928508;2599804687.500000:4.044131;2619799804.687500:2.984059;2639794921.875000:2.053413;2659790039.062500:1.176100;2679785156.250000:-0.185640;2679785156.250000:-0.185640
-38.000000,1800000000.000000:-23.993296;1819995117.187500:-23.900659;1839990234.375000:-22.664112;1859985351.562500:-20.207316;1879980468.750000:-16.523188;1899975585.937500:-11.716325;1919970703.125000:-5.907584;1939965820.312500:0.134033;1959960937.500000:4.975938;1979956054.687500:7.660121;1999951171.875000:8.597529;2019946289.062500:8.922979;2039941406.250000:9.183535;2059936523.437500:9.262725;2079931640.625000:9.228174;2099926757.812500:9.321515;2119921875.000000:9.388825;2139916992.187500:9.092255;2159912109.375000:8.534689;2179907226.562500:8.205533;2199902343.750000:8.266020;2219897460.937500:8.383058;2239892578.125000:8.314805;2259887695.312500:8.105162;2279882812.500000:7.836483;2299877929.687500:7.535748;2319873046.875000:7.180080;2339868164.062500:6.770457;2359863281.250000:6.475298;2379858398.437500:6.539189;2399853515.625000:6.951620;2419848632.812500:7.468377;2439843750.000000:7.728027;2459838867.187500:7.585510;2479833984.375000:7.261007;2499829101.562500:6.920611;2519824218.750000:6.633276;2539819335.937500:6.440509;2559814453.125000:6.334467;2579809570.312500:5.952171;2599804687.500000:5.079653;2619799804.687500:4.025755;2639794921.875000:3.101173;2659790039.062500:2.228388;2679785156.250000:0.870347;2679785156.250000:0.870347
-37.500000,1800000000.000000:-23.277082;1819995117.187500:-23.141501;1839990234.375000:-21.858302;1859985351.562500:-19.329652;1879980468.750000:-15.592084;1899975585.937500:-10.762714;1919970703.125000:-4.952934;1939965820.312500:1.087558;1959960937.500000:5.936885;1979956054.687500:8.630949;1999951171.875000:9.574515;2019946289.062500:9.907183;2039941406.250000:10.180209;2059936523.437500:10.263574;2079931640.625000:10.222565;2099926757.812500:10.305060;2119921875.000000:10.367291;2139916992.187500:10.074592;2159912109.375000:9.521999;2179907226.562500:9.202343;2199902343.750000:9.285559;2219897460.937500:9.428421;2239892578.125000:9.373526;2259887695.312500:9.165672;2279882812.500000:8.890822;2299877929.687500:8.581930;2319873046.875000:8.214174;2339868164.062500:7.792593;2359863281.250000:7.490008;2379858398.437500:7.551315;2399853515.625000:7.967340;2419848632.812500:8.485539;2439843750.000000:8.747180;2459838867.187500:8.610659;2479833984.375000:8.287171;2499829101.562500:7.939145;2519824218.750000:7.644399;2539819335.937500:7.444834;2559814453.125000:7.330720;2579809570.312500:6.941300;2599804687.500000:6.064482;2619799804.687500:5.002234;2639794921.875000:4.071923;2659790039.062500:3.198408;2679785156.250000:1.841598;2679785156.250000:1.841598
-37.000000,1800000000.000000:-22.533168;1819995117.187500:-22.340207;1839990234.375000:-21.019976;1859985351.562500:-18.458922;1879980468.750000:-14.690071;1899975585.937500:-9.844134;1919970703.125000:-4.027686;1939965820.312500:2.016530;1959960937.500000:6.868060;1979956054.687500:9.562759;1999951171.875000:10.511008;2019946289.062500:10.851053;2039941406.250000:11.128253;2059936523.437500:11.210265;2079931640.625000:11.156863;2099926757.812500:11.223392;2119921875.000000:11.269705;2139916992.187500:10.965576;2159912109.375000:10.414966;2179907226.562500:10.103470;2199902343.750000:10.195930;2219897460.937500:10.351321;2239892578.125000:10.308043;2259887695.312500:10.096936;2279882812.500000:9.806463;2299877929.687500:9.481065;2319873046.875000:9.099881;2339868164.062500:8.669006;2359863281.250000:8.363855;2379858398.437500:8.427792;2399853515.625000:8.851032;2419848632.812500:9.376630;2439843750.000000:9.641632;2459838867.187500:9.509945;2479833984.375000:9.189373;2499829101.562500:8.839217;2519824218.750000:8.543314;2539819335.937500:8.343241;2559814453.125000:8.228048;2579809570.312500:7.842982;2599804687.500000:6.973263;2619799804.687500:5.915466;2639794921.875000:4.989172;2659790039.062500:4.116780;2679785156.250000:2.759700;2679785156.250000:2.759700
-36.500000,1800000000.000000:-21.813208;1819995117.187500:-21.550003;1839990234.375000:-20.182414;1859985351.562500:-17.572890;1879980468.750000:-13.763374;1899975585.937500:-8.894668;1919970703.125000:-3.070579;1939965820.312500:2.977512;1959960937.500000:7.836625;1979956054.687500:10.543429;1999951171.875000:11.501958;2019946289.062500:11.855061;2039941406.250000:12.143225;2059936523.437500:12.220286;2079931640.625000:12.152680;2099926757.812500:12.203279;2119921875.000000:12.241300;2139916992.187500:11.939048;2159912109.375000:11.396140;2179907226.562500:11.101499;2199902343.750000:11.219126;2219897460.937500:11.398149;2239892578.125000:11.364712;2259887695.312500:11.151567;2279882812.500000:10.854051;2299877929.687500:10.513927;2319873046.875000:10.114010;2339868164.062500:9.671636;2359863281.250000:9.358721;2379858398.437500:9.420410;2399853515.625000:9.848286;2419848632.812500:10.380966;2439843750.000000:10.657848;2459838867.187500:10.536226;2479833984.375000:10.214736;2499829101.562500:9.858839;2519824218.750000:9.552226;2539819335.937500:9.342116;2559814453.125000:9.221286;2579809570.312500:8.831643;2599804687.500000:7.953903;2619799804.687500:6.884576;2639794921.875000:5.949896;2659790039.062500:5.075383;2679785156.250000:3.719589;2679785156.250000:3.719589
