"setpoint_db","freq_hz:measured_gain_db"
-5.000000,1800000000.000000:15.744463;1819995117.187500:19.581268;1839990234.375000:20.802253;1859985351.562500:22.128814;1879980468.750000:24.385061;1899975585.937500:28.011446;1919970703.125000:33.137829;1939965820.312500:38.937655;1959960937.500000:43.818571;1979956054.687500:46.616138;1999951171.875000:47.648972;2019946289.062500:48.111368;2039941406.250000:48.533510;2059936523.437500:48.629462;2079931640.625000:48.483159;2099926757.812500:48.447062;2119921875.000000:48.369452;2139916992.187500:47.897921;2159912109.375000:47.283258;2179907226.562500:47.140731;2199902343.750000:47.529202;2219897460.937500:47.943903;2239892578.125000:48.101907;2259887695.312500:48.057665;2279882812.500000:47.718782;2299877929.687500:47.055453;2319873046.875000:46.372029;2339868164.062500:45.813174;2359863281.250000:45.461637;2379858398.437500:45.498148;2399853515.625000:46.087316;2419848632.812500:47.035007;2439843750.000000:47.701442;2459838867.187500:47.625657;2479833984.375000:47.218748;2499829101.562500:47.029749;2519824218.750000:46.686211;2539819335.937500:46.181796;2559814453.125000:46.104620;2579809570.312500:45.860450;2599804687.500000:44.870435;2619799804.687500:43.802522;2639794921.875000:43.111129;2659790039.062500:42.231087;2679785156.250000:40.686191;2679785156.250000:40.686191
-4.500000,1800000000.000000:16.131565;1819995117.187500:20.437421;1839990234.375000:21.710377;1859985351.562500:22.991439;1879980468.750000:25.155384;1899975585.937500:28.680967;1919970703.125000:33.732837;1939965820.312500:39.493466;1959960937.500000:44.363237;1979956054.687500:47.158941;1999951171.875000:48.187799;2019946289.062500:48.651169;2039941406.250000:49.075999;2059936523.437500:49.169229;2079931640.625000:49.025965;2099926757.812500:48.995359;2119921875.000000:48.922040;2139916992.187500:48.451819;2159912109.375000:47.836737;2179907226.562500:47.694110;2199902343.750000:48.081481;2219897460.937500:48.487556;2239892578.125000:48.632686;2259887695.312500:48.583173;2279882812.500000:48.246705;2299877929.687500:47.580780;2319873046.875000:46.893980;2339868164.062500:46.340954;2359863281.250000:46.000497;2379858398.437500:46.038483;2399853515.625000:46.625163;2419848632.812500:47.582526;2439843750.000000:48.265852;2459838867.187500:48.184450;2479833984.375000:47.771664;2499829101.562500:47.597501;2519824218.750000:47.252948;2539819335.937500:46.732186;2559814453.125000:46.662498;2579809570.312500:46.430321;2599804687.500000:45.423922;2619799804.687500:44.347360;2639794921.875000:43.671922;2659790039.062500:42.792880;2679785156.250000:41.237014;2679785156.250000:41.237014
-4.000000,1800000000.000000:16.103120;1819995117.187500:21.259964;1839990234.375000:22.613825;1859985351.562500:23.824539;1879980468.750000:25.891087;1899975585.937500:29.329486;1919970703.125000:34.311249;1939965820.312500:40.032833;1959960937.500000:44.896024;1979956054.687500:47.698159;1999951171.875000:48.732324;2019946289.062500:49.196041;2039941406.250000:49.620436;2059936523.437500:49.706328;2079931640.625000:49.553220;2099926757.812500:49.521713;2119921875.000000:49.447371;2139916992.187500:48.968558;2159912109.375000:48.349167;2179907226.562500:48.205116;2199902343.750000:48.587484;2219897460.937500:48.985195;2239892578.125000:49.122975;2259887695.312500:49.074199;2279882812.500000:48.735899;2299877929.687500:48.064246;2319873046.875000:47.387392;2339868164.062500:46.852988;2359863281.250000:46.527888;2379858398.437500:46.579610;2399853515.625000:47.184148;2419848632.812500:48.159093;2439843750.000000:48.831601;2459838867.187500:48.726387;2479833984.375000:48.302950;2499829101.562500:48.140946;2519824218.750000:47.798665;2539819335.937500:47.254509;2559814453.125000:47.177993;2579809570.312500:46.952112;2599804687.500000:45.930314;2619799804.687500:44.835266;2639794921.875000:44.168688;2659790039.062500:43.286989;2679785156.250000:41.716115;2679785156.250000:41.716115
-3.500000,1800000000.000000:17.888442;1819995117.187500:22.313234;1839990234.375000:23.554826;1859985351.562500:24.712035;1879980468.750000:26.687303;1899975585.937500:30.018786;1919970703.125000:34.924819;1939965820.312500:40.608587;1959960937.500000:45.451830;1979956054.687500:48.232372;1999951171.875000:49.252600;2019946289.062500:49.719935;2039941406.250000:50.161778;2059936523.437500:50.261225;2079931640.625000:50.107569;2099926757.812500:50.076378;2119921875.000000:50.007651;2139916992.187500:49.533766;2159912109.375000:48.915077;2179907226.562500:48.768426;2199902343.750000:49.144636;2219897460.937500:49.530862;2239892578.125000:49.663185;2259887695.312500:49.613136;2279882812.500000:49.267685;2299877929.687500:48.586203;2319873046.875000:47.912989;2339868164.062500:47.395239;2359863281.250000:47.082271;2379858398.437500:47.126989;2399853515.625000:47.715831;2419848632.812500:48.691803;2439843750.000000:49.394299;2459838867.187500:49.297387;2479833984.375000:48.863292;2499829101.562500:48.711522;2519824218.750000:48.373399;2539819335.937500:47.811336;2559814453.125000:47.739788;2579809570.312500:47.531491;2599804687.500000:46.506943;2619799804.687500:45.397350;2639794921.875000:44.726924;2659790039.062500:43.837234;2679785156.250000:42.258574;2679785156.250000:42.258574
-3.000000,1800000000.000000:18.914944;1819995117.187500:23.297728;1839990234.375000:24.511169;1859985351.562500:25.603645;1879980468.750000:27.491636;1899975585.937500:30.731028;1919970703.125000:35.562400;1939965820.312500:41.208864;1959960937.500000:46.041712;1979956054.687500:48.831640;1999951171.875000:49.855746;2019946289.062500:50.324488;2039941406.250000:50.766213;2059936523.437500:50.861452;2079931640.625000:50.714171;2099926757.812500:50.697225;2119921875.000000:50.640449;2139916992.187500:50.170802;2159912109.375000:49.559528;2179907226.562500:49.424599;2199902343.750000:49.803031;2219897460.937500:50.177536;2239892578.125000:50.291622;2259887695.312500:50.237364;2279882812.500000:49.896561;2299877929.687500:49.211564;2319873046.875000:48.540013;2339868164.062500:48.025454;2359863281.250000:47.705184;2379858398.437500:47.730789;2399853515.625000:48.306386;2419848632.812500:49.305797;2439843750.000000:50.026507;2459838867.187500:49.876663;2479833984.375000:49.391077;2499829101.562500:49.237532;2519824218.750000:48.900990;2539819335.937500:48.341530;2559814453.125000:48.290845;2579809570.312500:48.092231;2599804687.500000:47.053217;2619799804.687500:45.951697;2639794921.875000:45.306472;2659790039.062500:44.424398;2679785156.250000:42.842482;2679785156.250000:42.842482
-2.500000,1800000000.000000:21.969133;1819995117.187500:24.462401;1839990234.375000:25.426962;1859985351.562500:26.489589;1879980468.750000:28.292420;1899975585.937500:31.409045;1919970703.125000:36.153992;1939965820.312500:41.766002;1959960937.500000:46.593690;1979956054.687500:49.390447;1999951171.875000:50.420224;2019946289.062500:50.894766;2039941406.250000:51.349155;2059936523.437500:51.438296;2079931640.625000:51.280745;2099926757.812500:51.277365;2119921875.000000:51.231388;2139916992.187500:50.753891;2159912109.375000:50.133628;2179907226.562500:49.995854;2199902343.750000:50.368333;2219897460.937500:50.735778;2239892578.125000:50.851340;2259887695.312500:50.800804;2279882812.500000:50.448854;2299877929.687500:49.731897;2319873046.875000:49.035072;2339868164.062500:48.522866;2359863281.250000:48.220545;2379858398.437500:48.259540;2399853515.625000:48.832664;2419848632.812500:49.810296;2439843750.000000:50.516496;2459838867.187500:50.388737;2479833984.375000:49.948329;2499829101.562500:49.843583;2519824218.750000:49.514923;2539819335.937500:48.941061;2559814453.125000:48.894739;2579809570.312500:48.691487;2599804687.500000:47.629278;2619799804.687500:46.522791;2639794921.875000:45.899765;2659790039.062500:45.018281;2679785156.250000:43.421525;2679785156.250000:43.421525
-2.000000,1800000000.000000:22.871551;1819995117.187500:25.413725;1839990234.375000:26.358800;1859985351.562500:27.369467;1879980468.750000:29.098538;1899975585.937500:32.132011;1919970703.125000:36.794033;1939965820.312500:42.349774;1959960937.500000:47.157971;1979956054.687500:49.940298;1999951171.875000:50.955555;2019946289.062500:51.431205;2039941406.250000:51.895755;2059936523.437500:51.984156;2079931640.625000:51.827772;2099926757.812500:51.826719;2119921875.000000:51.775204;2139916992.187500:51.284940;2159912109.375000:50.661554;2179907226.562500:50.530997;2199902343.750000:50.901114;2219897460.937500:51.248422;2239892578.125000:51.349683;2259887695.312500:51.301164;2279882812.500000:50.949836;2299877929.687500:50.231887;2319873046.875000:49.552120;2339868164.062500:49.066225;2359863281.250000:48.779527;2379858398.437500:48.813736;2399853515.625000:49.384426;2419848632.812500:50.377750;2439843750.000000:51.097017;2459838867.187500:50.948781;2479833984.375000:50.490264;2499829101.562500:50.391491;2519824218.750000:50.040206;2539819335.937500:49.442121;2559814453.125000:49.416164;2579809570.312500:49.221339;2599804687.500000:48.128165;2619799804.687500:47.016685;2639794921.875000:46.411828;2659790039.062500:45.511669;2679785156.250000:43.888538;2679785156.250000:43.888538
-1.500000,1800000000.000000:23.808058;1819995117.187500:26.410154;1839990234.375000:27.344438;1859985351.562500:28.293453;1879980468.750000:29.926113;1899975585.937500:32.843837;1919970703.125000:37.410709;1939965820.312500:42.919525;1959960937.500000:47.710161;1979956054.687500:50.485269;1999951171.875000:51.500537;2019946289.062500:51.985469;2039941406.250000:52.460532;2059936523.437500:52.546356;2079931640.625000:52.381206;2099926757.812500:52.381421;2119921875.000000:52.344719;2139916992.187500:51.861684;2159912109.375000:51.238559;2179907226.562500:51.110101;2199902343.750000:51.478065;2219897460.937500:51.812300;2239892578.125000:51.896458;2259887695.312500:51.840276;2279882812.500000:51.488410;2299877929.687500:50.759763;2319873046.875000:50.079701;2339868164.062500:49.604236;2359863281.250000:49.323363;2379858398.437500:49.358479;2399853515.625000:49.932760;2419848632.812500:50.942980;2439843750.000000:51.675977;2459838867.187500:51.516456;2479833984.375000:51.047713;2499829101.562500:50.969149;2519824218.750000:50.626323;2539819335.937500:50.010665;2559814453.125000:49.997195;2579809570.312500:49.809999;2599804687.500000:48.689611;2619799804.687500:47.571583;2639794921.875000:46.986647;2659790039.062500:46.085913;2679785156.250000:44.452312;2679785156.250000:44.452312
-1.000000,1800000000.000000:9.488516;1819995117.187500:9.009044;1839990234.375000:8.963216;1859985351.562500:9.059877;1879980468.750000:9.348894;1899975585.937500:9.997304;1919970703.125000:11.551820;1939965820.312500:14.552740;1959960937.500000:18.068908;1979956054.687500:20.512381;1999951171.875000:21.603590;2019946289.062500:22.088118;2039941406.250000:22.369020;2059936523.437500:22.242503;2079931640.625000:21.744505;2099926757.812500:21.256278;2119921875.000000:20.841033;2139916992.187500:20.323392;2159912109.375000:19.918477;2179907226.562500:20.153285;2199902343.750000:21.060756;2219897460.937500:22.098863;2239892578.125000:22.747750;2259887695.312500:22.757352;2279882812.500000:22.059905;2299877929.687500:20.879356;2319873046.875000:19.619429;2339868164.062500:18.633353;2359863281.250000:18.083424;2379858398.437500:18.067592;2399853515.625000:18.693211;2419848632.812500:19.774302;2439843750.000000:20.680688;2459838867.187500:21.075071;2479833984.375000:21.106896;2499829101.562500:20.875580;2519824218.750000:20.379989;2539819335.937500:19.830127;2559814453.125000:19.378773;2579809570.312500:18.738068;2599804687.500000:17.854970;2619799804.687500:16.981760;2639794921.875000:16.302809;2659790039.062500:15.769738;2679785156.250000:15.031414;2679785156.250000:15.031414
-0.500000,1800000000.000000:10.795099;1819995117.187500:9.603396;1839990234.375000:9.486608;1859985351.562500:9.595831;1879980468.750000:9.873603;1899975585.937500:10.506648;1919970703.125000:12.042014;1939965820.312500:15.008709;1959960937.500000:18.505585;1979956054.687500:20.940223;1999951171.875000:22.016376;2019946289.062500:22.463516;2039941406.250000:22.700227;2059936523.437500:22.610355;2079931640.625000:22.139659;2099926757.812500:21.654274;2119921875.000000:21.253197;2139916992.187500:20.745474;2159912109.375000:20.350537;2179907226.562500:20.592721;2199902343.750000:21.495336;2219897460.937500:22.533443;2239892578.125000:23.183262;2259887695.312500:23.182055;2279882812.500000:22.476049;2299877929.687500:21.299174;2319873046.875000:20.054988;2339868164.062500:19.116514;2359863281.250000:18.687653;2379858398.437500:18.824020;2399853515.625000:19.460316;2419848632.812500:20.385216;2439843750.000000:21.147172;2459838867.187500:21.471552;2479833984.375000:21.485068;2499829101.562500:21.266601;2519824218.750000:20.812717;2539819335.937500:20.433087;2559814453.125000:20.356357;2579809570.312500:19.961325;2599804687.500000:18.917827;2619799804.687500:17.735873;2639794921.875000:16.832748;2659790039.062500:16.219703;2679785156.250000:15.470447;2679785156.250000:15.470447
0.000000,1800000000.000000:11.045024;1819995117.187500:9.876631;1839990234.375000:9.799586;1859985351.562500:9.849827;1879980468.750000:10.057171;1899975585.937500:10.718295;1919970703.125000:12.290432;1939965820.312500:15.308433;1959960937.500000:18.858972;1979956054.687500:21.344859;1999951171.875000:22.437028;2019946289.062500:22.877863;2039941406.250000:23.065650;2059936523.437500:22.812094;2079931640.625000:22.235706;2099926757.812500:21.723468;2119921875.000000:21.355119;2139916992.187500:20.942679;2159912109.375000:20.650611;2179907226.562500:20.972146;2199902343.750000:21.896204;2219897460.937500:22.825861;2239892578.125000:23.243509;2259887695.312500:23.010646;2279882812.500000:22.272910;2299877929.687500:21.269660;2319873046.875000:20.214915;2339868164.062500:19.420238;2359863281.250000:19.105911;2379858398.437500:19.322497;2399853515.625000:19.999325;2419848632.812500:20.794832;2439843750.000000:21.191981;2459838867.187500:21.129935;2479833984.375000:20.907146;2499829101.562500:20.683983;2519824218.750000:20.509869;2539819335.937500:20.554592;2559814453.125000:20.752779;2579809570.312500:20.443723;2599804687.500000:19.401268;2619799804.687500:18.133400;2639794921.875000:17.041981;2659790039.062500:16.147100;2679785156.250000:15.122443;2679785156.250000:15.122443
